# {"t_start": 1549867203.317993, "env_id": "graph-search-v0"} 
r,l,t
-2,2,12.73731
-2,2,12.74372
-2,2,12.750403
-2,2,12.75705
-2,2,12.763138
-2,2,12.769158
-2,2,12.776413
-2,2,12.784719
-2,2,12.79114
-2,2,12.796737
-5,5,12.811215
-2,2,12.816871
-2,2,12.823016
-2,2,12.828814
-2,2,12.834469
-2,2,12.840264
-2,2,12.845956
-2,2,12.851725
-2,2,12.857577
-2,2,12.863306
-2,2,12.869733
-2,2,12.875919
-2,2,12.88151
-2,2,12.887182
-2,2,12.893675
-2,2,12.900066
-2,2,12.906654
-2,2,12.912972
-2,2,12.919322
-2,2,12.925526
-2,2,12.931391
-2,2,12.937243
-2,2,12.942974
-2,2,12.948479
-2,2,12.954477
-2,2,12.960965
-2,2,12.966716
-2,2,12.972731
-2,2,12.979355
-2,2,12.985899
-2,2,12.992618
-2,2,12.998551
-2,2,13.004739
-2,2,13.010543
-2,2,13.01659
-2,2,13.033964
-2,2,13.065965
-2,2,13.076443
-2,2,13.084194
-2,2,13.092989
-2,2,13.09993
-2,2,13.106713
-2,2,13.113467
-2,2,13.121761
-2,2,13.127934
-2,2,13.134971
-2,2,13.142008
-2,2,13.149214
-2,2,13.159275
-2,2,13.166258
-2,2,13.174075
-2,2,13.181119
-2,2,13.187545
-2,2,13.19547
-2,2,13.202392
-2,2,13.210398
-2,2,13.216424
-2,2,13.223483
-2,2,13.229894
-2,2,13.236042
-2,2,13.247275
-2,2,13.255288
-2,2,13.267694
-2,2,13.280082
-2,2,13.28956
-2,2,13.301177
-2,2,13.310521
-2,2,13.31962
-2,2,13.327506
-2,2,13.333577
-2,2,13.340613
-2,2,13.347144
-2,2,13.352839
-2,2,13.358847
-2,2,13.364841
-2,2,13.37078
-2,2,13.37656
-2,2,13.382579
-2,2,13.388562
-2,2,13.394711
-2,2,13.400893
-2,2,13.40693
-2,2,13.412833
-2,2,13.418317
-4,3,13.42745
-2,2,13.433251
-2,2,13.439182
-2,2,13.445539
-2,2,13.451172
-2,2,13.457077
-2,2,13.463013
-2,2,13.469039
-2,2,13.474584
-2,2,13.480594
-2,2,13.486771
-2,2,13.492558
-2,2,13.498195
-2,2,13.504266
-2,2,13.510201
-2,2,13.515673
-2,2,13.523686
-2,2,13.534029
-2,2,13.5429
-2,2,13.551994
-2,2,13.559744
-2,2,13.568252
-2,2,13.57523
-2,2,13.584799
-2,2,13.5915
-4,3,13.603723
-2,2,13.612158
-2,2,13.619654
-2,2,13.628472
-2,2,13.63621
-2,2,13.645404
-2,2,13.652592
-2,2,13.66129
-2,2,13.668456
-2,2,13.675811
-2,2,13.686104
-2,2,13.697685
-2,2,13.707445
-2,2,13.716837
-2,2,13.723792
-2,2,13.733535
-4,3,13.745666
-2,2,13.753345
-2,2,13.7624
-2,2,13.769778
-2,2,13.777907
-2,2,13.78676
-2,2,13.795775
-2,2,13.803085
-2,2,13.811056
-4,4,13.827789
-2,2,13.835654
-2,2,13.845623
-2,2,13.853641
-2,2,13.862611
-2,2,13.871926
-2,2,13.882051
-2,2,13.889359
-2,2,13.898691
-2,2,13.905898
-2,2,13.915406
-2,2,13.922309
-2,2,13.93158
-2,2,13.93899
-2,2,13.948212
-2,2,13.955428
-2,2,13.964979
-2,2,13.971729
-2,2,13.98147
-2,2,13.988636
-2,2,13.998008
-4,4,14.014588
-2,2,14.021449
-2,2,14.030517
-2,2,14.038073
-2,2,14.047294
-2,2,14.054229
-2,2,14.062952
-2,2,14.070584
-2,2,14.079396
-2,2,14.086992
-2,2,14.094651
-2,2,14.103528
-2,2,14.111167
-2,2,14.119811
-4,3,14.129885
-2,2,14.135925
-2,2,14.142372
-2,2,14.148383
-2,2,14.153908
-2,2,14.160549
-2,2,14.166608
-2,2,14.172667
-2,2,14.180138
-4,3,14.188974
-2,2,14.19576
-2,2,14.20143
-2,2,14.207683
-2,2,14.214864
-2,2,14.220712
-2,2,14.228109
-2,2,14.234033
-2,2,14.240329
-2,2,14.247229
-2,2,14.253279
-2,2,14.26082
-2,2,14.269703
-2,2,14.277812
-2,2,14.286853
-2,2,14.294759
-2,2,14.303431
-2,2,14.311687
-2,2,14.320495
-2,2,14.328224
-2,2,14.337163
-2,2,14.345322
-2,2,14.354213
-2,2,14.362285
-2,2,14.371228
-2,2,14.379315
-2,2,14.388155
-2,2,14.395769
-2,2,14.404004
-2,2,14.411766
-2,2,14.420487
-2,2,14.428265
-2,2,14.436882
-4,3,14.448632
-2,2,14.456693
-2,2,14.464612
-2,2,14.472637
-2,2,14.479556
-2,2,14.48507
-2,2,14.491172
-2,2,14.497299
-2,2,14.503512
-3,3,14.5199
-2,2,14.530144
-2,2,14.540508
-2,2,14.552649
-2,2,14.56098
-2,2,14.566674
-2,2,14.572897
-2,2,14.57918
-2,2,14.586467
-2,2,14.592435
-2,2,14.598131
-2,2,14.604438
-2,2,14.610455
-2,2,14.616163
-2,2,14.621734
-2,2,14.627642
-2,2,14.633473
-2,2,14.639073
-2,2,14.645491
-2,2,14.652831
-2,2,14.65915
-2,2,14.665144
-2,2,14.670788
-2,2,14.676601
-2,2,14.682429
-2,2,14.688815
-2,2,14.694684
-2,2,14.70044
-2,2,14.706094
-2,2,14.71244
-2,2,14.717876
-4,4,14.728701
-2,2,14.734124
-2,2,14.739519
-2,2,14.744956
-2,2,14.750405
-2,2,14.75579
-2,2,14.761188
-2,2,14.766692
-2,2,14.772117
-2,2,14.777572
-2,2,14.783128
-2,2,14.788774
-2,2,14.794304
-2,2,14.799962
-2,2,14.805433
-2,2,14.810845
-2,2,14.816421
-2,2,14.821901
-2,2,14.827343
-4,3,14.835486
-2,2,14.840932
-2,2,14.846328
-2,2,14.851799
-2,2,14.857239
-2,2,14.862635
-2,2,14.868078
-2,2,14.874124
-2,2,14.879557
-2,2,14.884964
-2,2,14.890579
-2,2,14.896027
-2,2,14.901433
-2,2,14.907305
-2,2,14.912796
-2,2,14.918269
-2,2,14.923808
-2,2,14.92935
-2,2,14.934776
-2,2,14.94018
-2,2,14.945686
-2,2,14.951106
-2,2,14.956513
-2,2,14.962007
-2,2,14.967424
-2,2,14.972832
-2,2,14.978617
-2,2,14.98409
-2,2,14.989501
-2,2,14.994906
-2,2,15.000316
-2,2,15.005737
-2,2,15.011236
-2,2,15.016699
-2,2,15.022144
-2,2,15.027568
-2,2,15.032955
-2,2,15.038347
-2,2,15.043843
-2,2,15.049456
-2,2,15.054869
-2,2,15.060303
-2,2,15.065832
-2,2,15.071258
-2,2,15.076654
-2,2,15.082119
-2,2,15.087539
-2,2,15.09329
-2,2,15.098771
-2,2,15.104671
-2,2,15.110493
-2,2,15.116201
-2,2,15.12252
-4,3,15.131619
-2,2,15.137486
-2,2,15.143353
-2,2,15.149103
-2,2,15.15465
-2,2,15.161801
-2,2,15.169759
-2,2,15.177542
-2,2,15.185259
-2,2,15.192236
-2,2,15.201137
-2,2,15.207666
-2,2,15.216352
-2,2,15.223289
-2,2,15.23435
-2,2,15.243004
-2,2,15.252114
-2,2,15.25889
-2,2,15.267828
-2,2,15.274844
-2,2,15.283481
-2,2,15.289724
-2,2,15.299112
-2,2,15.305206
-2,2,15.313737
-2,2,15.32091
-2,2,15.329468
-2,2,15.336482
-2,2,15.344271
-2,2,15.351592
-2,2,15.357435
-2,2,15.365894
-2,2,15.372531
-2,2,15.380487
-4,3,15.389913
-2,2,15.398994
-2,2,15.405041
-2,2,15.413734
-2,2,15.420488
-2,2,15.428083
-2,2,15.435473
-2,2,15.442402
-2,2,15.450301
-2,2,15.456368
-2,2,15.464648
-2,2,15.470828
-2,2,15.479015
-2,2,15.486395
-2,2,15.493782
-2,2,15.50126
-2,2,15.508151
-2,2,15.516724
-2,2,15.523168
-2,2,15.532249
-2,2,15.538738
-2,2,15.54753
-2,2,15.554435
-2,2,15.563334
-2,2,15.570159
-2,2,15.578615
-2,2,15.585389
-2,2,15.592119
-2,2,15.600711
-2,2,15.606988
-2,2,15.616242
-2,2,15.622565
-2,2,15.63108
-2,2,15.637995
-2,2,15.646618
-2,2,15.653631
-2,2,15.661351
-2,2,15.668998
-2,2,15.676094
-2,2,15.686118
-2,2,15.699535
-2,2,15.71235
-2,2,15.723485
-2,2,15.734372
-2,2,15.747672
-2,2,15.757493
-2,2,15.768639
-2,2,15.776496
-2,2,15.784009
-2,2,15.792885
-2,2,15.801854
-2,2,15.810942
-2,2,15.820037
-2,2,15.82962
-2,2,15.836496
-2,2,15.844072
-2,2,15.850789
-2,2,15.858045
-2,2,15.865928
-2,2,15.8724
-2,2,15.88057
-2,2,15.886724
-2,2,15.894474
-2,2,15.900041
-2,2,15.905561
-2,2,15.91346
-2,2,15.919451
-2,2,15.926377
-2,2,15.933341
-4,4,15.945748
-2,2,15.951283
-2,2,15.95787
-2,2,15.965988
-2,2,15.97188
-2,2,15.978963
-2,2,15.984819
-2,2,15.991304
-2,2,15.999542
-2,2,16.007846
-2,2,16.022106
-2,2,16.030404
-2,2,16.036174
-2,2,16.041603
-2,2,16.047098
-2,2,16.052628
-4,3,16.060756
-2,2,16.066495
-2,2,16.072002
-2,2,16.077424
-2,2,16.083091
-2,2,16.088577
-2,2,16.094111
-2,2,16.099565
-2,2,16.105093
-2,2,16.110876
-2,2,16.116377
-2,2,16.122305
-2,2,16.128119
-2,2,16.133605
-2,2,16.139515
-2,2,16.145504
-2,2,16.151303
-2,2,16.157109
-2,2,16.163239
-2,2,16.169519
-2,2,16.175594
-2,2,16.181074
-2,2,16.186886
-2,2,16.192947
-2,2,16.201038
-2,2,16.208502
-2,2,16.218669
-2,2,16.227462
-2,2,16.236786
-2,2,16.245086
-2,2,16.25429
-2,2,16.263859
-2,2,16.273053
-2,2,16.282885
-2,2,16.291779
-2,2,16.301534
-2,2,16.310114
-2,2,16.320125
-2,2,16.330779
-2,2,16.339137
-2,2,16.348652
-2,2,16.357286
-2,2,16.367212
-2,2,16.376291
-2,2,16.387357
-2,2,16.396075
-2,2,16.405673
-2,2,16.415411
-2,2,16.424365
-2,2,16.435444
-2,2,16.444627
-2,2,16.454917
-2,2,16.464834
-2,2,16.473803
-2,2,16.484884
-2,2,16.494647
-2,2,16.504418
-2,2,16.513966
-2,2,16.522589
-2,2,16.532263
-2,2,16.540982
-2,2,16.551774
-2,2,16.559959
-2,2,16.569872
-2,2,16.580987
-2,2,16.590035
-2,2,16.600894
-2,2,16.608917
-2,2,16.619243
-2,2,16.630052
-2,2,16.638502
-2,2,16.648424
-2,2,16.656164
-2,2,16.666255
-2,2,16.673875
-2,2,16.682023
-2,2,16.689689
-2,2,16.696123
-2,2,16.702323
-2,2,16.707826
-2,2,16.713633
-2,2,16.719449
-2,2,16.725228
-2,2,16.730837
-2,2,16.736645
-2,2,16.742425
-2,2,16.748084
-2,2,16.754069
-2,2,16.760079
-2,2,16.765864
-2,2,16.771787
-2,2,16.777679
-2,2,16.783761
-4,3,16.792295
-4,3,16.800872
-2,2,16.807293
-2,2,16.814235
-2,2,16.819785
-2,2,16.82547
-2,2,16.831127
-2,2,16.836637
-2,2,16.842501
-4,3,16.85127
-2,2,16.857233
-2,2,16.863049
-2,2,16.868658
-2,2,16.875136
-2,2,16.881054
-2,2,16.886648
-2,2,16.892937
-2,2,16.899168
-2,2,16.905448
-2,2,16.914275
-2,2,16.92224
-2,2,16.929941
-2,2,16.936965
-2,2,16.942605
-2,2,16.949099
-2,2,16.955011
-2,2,16.960853
-2,2,16.966355
-2,2,16.972262
-2,2,16.979861
-2,2,16.99172
-2,2,17.005306
-2,2,17.014371
-2,2,17.02356
-4,4,17.045494
-2,2,17.052649
-2,2,17.060249
-2,2,17.066715
-2,2,17.072552
-2,2,17.078494
-2,2,17.08455
-2,2,17.090577
-2,2,17.096197
-2,2,17.102285
-2,2,17.108977
-2,2,17.115024
-2,2,17.12084
-2,2,17.126819
-2,2,17.132789
-2,2,17.139062
-2,2,17.144717
-2,2,17.150696
-2,2,17.157052
-2,2,17.163026
-2,2,17.168769
-2,2,17.174838
-5,5,17.190554
-2,2,17.196667
-2,2,17.203457
-2,2,17.209719
-4,3,17.218235
-2,2,17.223781
-5,5,17.23791
-2,2,17.243918
-2,2,17.249701
-2,2,17.255696
-2,2,17.261573
-2,2,17.267413
-2,2,17.273021
-2,2,17.279002
-2,2,17.284895
-2,2,17.290705
-2,2,17.296268
-2,2,17.302118
-2,2,17.308163
-2,2,17.313849
-2,2,17.319775
-2,2,17.325646
-2,2,17.331474
-2,2,17.337038
-2,2,17.342912
-2,2,17.348852
-2,2,17.354339
-2,2,17.360247
-2,2,17.366391
-2,2,17.373954
-2,2,17.382831
-2,2,17.389688
-2,2,17.399027
-2,2,17.40544
-2,2,17.414571
-2,2,17.421439
-2,2,17.430107
-2,2,17.43691
-2,2,17.444691
-2,2,17.451977
-2,2,17.459101
-2,2,17.468493
-2,2,17.475874
-2,2,17.485151
-2,2,17.492116
-2,2,17.501689
-2,2,17.509573
-2,2,17.519827
-2,2,17.527659
-4,3,17.538451
-4,4,17.553992
-2,2,17.562338
-2,2,17.570049
-2,2,17.577753
-2,2,17.585576
-2,2,17.593234
-2,2,17.601407
-2,2,17.608275
-2,2,17.617141
-2,2,17.623378
-2,2,17.631835
-2,2,17.638423
-2,2,17.646973
-2,2,17.653284
-2,2,17.664183
-2,2,17.676232
-2,2,17.685322
-2,2,17.696443
-2,2,17.70793
-2,2,17.719025
-2,2,17.729199
-2,2,17.736223
-2,2,17.742823
-2,2,17.75129
-2,2,17.7576
-2,2,17.763781
-2,2,17.770798
-2,2,17.777336
-2,2,17.783145
-2,2,17.790143
-2,2,17.796402
-2,2,17.802515
-2,2,17.808591
-2,2,17.814369
-2,2,17.820617
-2,2,17.826822
-2,2,17.833227
-4,3,17.842129
-2,2,17.848228
-2,2,17.853995
-2,2,17.860156
-2,2,17.866729
-2,2,17.873318
-2,2,17.879069
-2,2,17.884829
-2,2,17.890515
-2,2,17.896261
-2,2,17.902097
-2,2,17.907834
-2,2,17.913536
-2,2,17.919381
-2,2,17.925158
-2,2,17.930866
-2,2,17.936946
-2,2,17.942694
-2,2,17.9484
-2,2,17.954265
-2,2,17.959995
-2,2,17.96575
-2,2,17.97159
-2,2,17.977612
-2,2,17.983426
-2,2,17.989257
-2,2,17.994976
-2,2,18.000674
-2,2,18.006459
-2,2,18.012179
-2,2,18.017862
-2,2,18.023673
-2,2,18.029461
-2,2,18.035166
-4,3,18.044136
-2,2,18.049923
-2,2,18.055694
-2,2,18.06142
-2,2,18.067551
-2,2,18.0733
-2,2,18.079905
-4,3,18.088846
-2,2,18.095391
-2,2,18.101463
-2,2,18.107233
-2,2,18.113071
-2,2,18.119508
-2,2,18.125705
-2,2,18.13198
-2,2,18.137763
-2,2,18.143918
-2,2,18.150162
-2,2,18.156259
-2,2,18.162038
-2,2,18.168245
-2,2,18.174393
-2,2,18.180882
-2,2,18.189425
-2,2,18.201288
-2,2,18.217513
-2,2,18.227363
-2,2,18.237612
-2,2,18.247771
-2,2,18.256436
-2,2,18.267539
-2,2,18.275602
-2,2,18.286376
-2,2,18.294293
-2,2,18.304481
-2,2,18.314619
-2,2,18.323054
-2,2,18.334346
-2,2,18.343087
-2,2,18.353585
-2,2,18.361871
-2,2,18.371597
-15,9,18.412692
-4,3,18.426188
-2,2,18.436244
-2,2,18.446118
-2,2,18.455764
-2,2,18.466034
-2,2,18.474946
-2,2,18.485784
-2,2,18.493338
-2,2,18.503851
-2,2,18.512144
-2,2,18.521946
-2,2,18.531726
-2,2,18.539579
-2,2,18.548454
-2,2,18.557762
-2,2,18.568987
-2,2,18.579244
-2,2,18.589971
-2,2,18.600598
-2,2,18.611891
-2,2,18.623167
-2,2,18.631215
-2,2,18.639544
-2,2,18.647561
-2,2,18.655315
-2,2,18.665514
-2,2,18.673912
-2,2,18.684466
-2,2,18.692938
-2,2,18.701235
-2,2,18.708186
-2,2,18.715537
-4,3,18.725646
-2,2,18.73293
-2,2,18.739481
-2,2,18.747377
-2,2,18.753871
-2,2,18.761532
-2,2,18.767732
-2,2,18.775063
-2,2,18.782769
-2,2,18.789633
-2,2,18.797998
-2,2,18.804417
-2,2,18.812738
-2,2,18.819404
-2,2,18.82706
-2,2,18.834433
-2,2,18.841269
-2,2,18.850636
-2,2,18.857956
-2,2,18.866839
-2,2,18.873723
-2,2,18.882311
-4,3,18.893566
-2,2,18.90235
-2,2,18.910639
-2,2,18.919433
-2,2,18.927375
-2,2,18.936377
-4,3,18.948465
-2,2,18.955945
-2,2,18.96548
-2,2,18.973375
-4,3,18.987187
-2,2,18.996884
-2,2,19.0052
-2,2,19.014298
-2,2,19.022453
-2,2,19.032361
-2,2,19.039939
-2,2,19.049749
-2,2,19.057287
-2,2,19.067202
-2,2,19.075907
-2,2,19.086081
-2,2,19.09405
-2,2,19.102031
-2,2,19.111201
-2,2,19.118997
-2,2,19.128136
-2,2,19.137752
-2,2,19.146221
-2,2,19.158024
-2,2,19.168355
-2,2,19.204179
-2,2,19.215667
-2,2,19.227551
-2,2,19.235882
-2,2,19.244651
-2,2,19.252793
-2,2,19.259728
-2,2,19.265684
-4,3,19.274564
-2,2,19.28105
-2,2,19.286727
-2,2,19.292511
-2,2,19.29864
-2,2,19.304767
-2,2,19.310487
-2,2,19.316708
-2,2,19.322878
-2,2,19.328778
-2,2,19.335336
-2,2,19.342901
-2,2,19.348645
-2,2,19.356334
-2,2,19.362151
-2,2,19.371961
-2,2,19.378439
-2,2,19.384143
-2,2,19.389685
-2,2,19.395164
-2,2,19.400868
-2,2,19.406417
-2,2,19.412992
-2,2,19.420978
-2,2,19.427354
-2,2,19.432811
-2,2,19.43831
-2,2,19.443783
-2,2,19.4492
-2,2,19.454626
-2,2,19.460386
-2,2,19.465807
-2,2,19.471212
-2,2,19.476735
-2,2,19.482286
-2,2,19.487802
-2,2,19.493326
-2,2,19.498858
-2,2,19.504429
-2,2,19.510118
-2,2,19.515628
-2,2,19.52104
-2,2,19.527393
-2,2,19.535741
-2,2,19.541783
-2,2,19.549648
-2,2,19.558408
-2,2,19.564973
-2,2,19.570679
-2,2,19.576284
-2,2,19.582102
-2,2,19.587826
-2,2,19.593466
-2,2,19.600298
-2,2,19.606687
-3,3,19.61588
-4,3,19.624978
-2,2,19.631161
-2,2,19.63744
-2,2,19.643343
-2,2,19.649209
-2,2,19.655508
-2,2,19.661698
-2,2,19.66789
-2,2,19.673712
-2,2,19.679859
-2,2,19.689
-2,2,19.700919
-2,2,19.70673
-2,2,19.713161
-2,2,19.721391
-2,2,19.732372
-2,2,19.744318
-2,2,19.752519
-2,2,19.760856
-2,2,19.767676
-2,2,19.780107
-2,2,19.789476
-2,2,19.797525
-2,2,19.805951
-2,2,19.81378
-2,2,19.824241
-2,2,19.834687
-2,2,19.845798
-2,2,19.855683
-2,2,19.864547
-2,2,19.876485
-2,2,19.886102
-2,2,19.898306
-2,2,19.911971
-2,2,19.922472
-2,2,19.931368
-2,2,19.9403
-2,2,19.948996
-2,2,19.958395
-6,4,19.974773
-2,2,19.98086
-2,2,19.987109
-2,2,19.993388
-2,2,19.999536
-2,2,20.005366
-4,3,20.01441
-2,2,20.019927
-2,2,20.025757
-4,3,20.033959
-2,2,20.039907
-2,2,20.045662
-2,2,20.051369
-2,2,20.057114
-2,2,20.062591
-2,2,20.068215
-2,2,20.073687
-2,2,20.079144
-2,2,20.084566
-2,2,20.089974
-2,2,20.095422
-2,2,20.100843
-2,2,20.106246
-2,2,20.111905
-2,2,20.117393
-2,2,20.122802
-2,2,20.128206
-2,2,20.133671
-4,4,20.144405
-2,2,20.149785
-2,2,20.155188
-2,2,20.160582
-2,2,20.165992
-2,2,20.171448
-2,2,20.176863
-2,2,20.182413
-2,2,20.187832
-2,2,20.193224
-2,2,20.19866
-2,2,20.204495
-2,2,20.210369
-2,2,20.21624
-2,2,20.221791
-2,2,20.227658
-2,2,20.233546
-2,2,20.239063
-2,2,20.244954
-2,2,20.250816
-2,2,20.256679
-2,2,20.262235
-2,2,20.268182
-2,2,20.274221
-2,2,20.279726
-2,2,20.285599
-4,3,20.29441
-2,2,20.300651
-2,2,20.30691
-2,2,20.312546
-2,2,20.318556
-2,2,20.324951
-2,2,20.33104
-2,2,20.336701
-2,2,20.34299
-2,2,20.349365
-2,2,20.355627
-2,2,20.361351
-2,2,20.367089
-2,2,20.373433
-2,2,20.379457
-2,2,20.384982
-2,2,20.391221
-2,2,20.397307
-2,2,20.40318
-2,2,20.409064
-2,2,20.415058
-2,2,20.421128
-2,2,20.427114
-2,2,20.432759
-2,2,20.440675
-2,2,20.44852
-2,2,20.457171
-2,2,20.471608
-2,2,20.483364
-2,2,20.494649
-2,2,20.502241
-2,2,20.508282
-2,2,20.515761
-2,2,20.521622
-2,2,20.52799
-2,2,20.536819
-2,2,20.543068
-2,2,20.55054
-2,2,20.556732
-2,2,20.562316
-2,2,20.572664
-2,2,20.580431
-2,2,20.58951
-2,2,20.595645
-2,2,20.6043
-2,2,20.60994
-2,2,20.616611
-2,2,20.624616
-2,2,20.630802
-2,2,20.639795
-2,2,20.645873
-2,2,20.653478
-2,2,20.660494
-2,2,20.666275
-2,2,20.675301
-2,2,20.681355
-2,2,20.690121
-2,2,20.697224
-2,2,20.705149
-2,2,20.714087
-2,2,20.722211
-2,2,20.729607
-2,2,20.737762
-2,2,20.745208
-2,2,20.752545
-2,2,20.761082
-2,2,20.767386
-2,2,20.775344
-2,2,20.781621
-2,2,20.789744
-2,2,20.796
-2,2,20.802843
-2,2,20.808568
-2,2,20.814122
-2,2,20.819563
-2,2,20.825185
-4,3,20.833633
-2,2,20.839059
-2,2,20.844491
-2,2,20.849902
-2,2,20.855306
-2,2,20.8608
-2,2,20.866362
-2,2,20.872329
-2,2,20.877839
-6,6,20.894657
-2,2,20.90058
-2,2,20.90646
-2,2,20.912277
-2,2,20.917841
-2,2,20.923703
-2,2,20.929981
-2,2,20.937134
-2,2,20.945
-2,2,20.951884
-2,2,20.959965
-2,2,20.966409
-2,2,20.975794
-2,2,20.982314
-2,2,20.991445
-2,2,20.997547
-2,2,21.006065
-2,2,21.01306
-2,2,21.021009
-2,2,21.028686
-2,2,21.035723
-2,2,21.044157
-2,2,21.0502
-2,2,21.05919
-2,2,21.064943
-2,2,21.07391
-2,2,21.080168
-2,2,21.087279
-2,2,21.094471
-2,2,21.100926
-2,2,21.109029
-4,3,21.117674
-2,2,21.125955
-2,2,21.131924
-2,2,21.139823
-2,2,21.146794
-2,2,21.154916
-2,2,21.160954
-2,2,21.1669
-2,2,21.176793
-2,2,21.182817
-2,2,21.190884
-2,2,21.197273
-2,2,21.203214
-2,2,21.210014
-2,2,21.215483
-2,2,21.223959
-2,2,21.23024
-1,1,21.233375
-2,2,21.241638
-2,2,21.247968
-2,2,21.256447
-2,2,21.262425
-2,2,21.269739
-2,2,21.277122
-2,2,21.284267
-2,2,21.294866
-2,2,21.302929
-2,2,21.310524
-2,2,21.316488
-2,2,21.324522
-2,2,21.330115
-2,2,21.336172
-2,2,21.343308
-2,2,21.349854
-2,2,21.358067
-2,2,21.36395
-2,2,21.371148
-2,2,21.37793
-2,2,21.384029
-2,2,21.390527
-2,2,21.396335
-2,2,21.402055
-2,2,21.409052
-2,2,21.415166
-2,2,21.422888
-2,2,21.428709
-2,2,21.434508
-2,2,21.440889
-2,2,21.446867
-2,2,21.452468
-2,2,21.45964
-2,2,21.465691
-2,2,21.473999
-2,2,21.480086
-2,2,21.486189
-2,2,21.492113
-2,2,21.498109
-2,2,21.504126
-2,2,21.51088
-2,2,21.516385
-2,2,21.522551
-2,2,21.528665
-2,2,21.53458
-2,2,21.540414
-2,2,21.546427
-2,2,21.552428
-2,2,21.56008
-2,2,21.565895
-2,2,21.575541
-2,2,21.581096
-2,2,21.589254
-2,2,21.595915
-2,2,21.603492
-2,2,21.610539
-4,4,21.624332
-2,2,21.62993
-2,2,21.636999
-2,2,21.644133
-2,2,21.6507
-2,2,21.658423
-2,2,21.664599
-2,2,21.672018
-2,2,21.678669
-2,2,21.685707
-2,2,21.695072
-2,2,21.704674
-2,2,21.712475
-2,2,21.718724
-2,2,21.726198
-2,2,21.732384
-2,2,21.74102
-2,2,21.747251
-2,2,21.754275
-4,3,21.765085
-2,2,21.772311
-2,2,21.779323
-2,2,21.786793
-2,2,21.794209
-2,2,21.801439
-2,2,21.808464
-2,2,21.814226
-2,2,21.821783
-2,2,21.828265
-2,2,21.834467
-2,2,21.840859
-2,2,21.846454
-2,2,21.852345
-2,2,21.8586
-2,2,21.864394
-4,4,21.876741
-2,2,21.882723
-2,2,21.888784
-2,2,21.894538
-2,2,21.90056
-2,2,21.906866
-2,2,21.912401
-2,2,21.918453
-2,2,21.924638
-46,25,21.998339
-2,2,22.004711
-2,2,22.010764
-2,2,22.016338
-2,2,22.022622
-2,2,22.029325
-2,2,22.035628
-2,2,22.042247
-2,2,22.049306
-2,2,22.055587
-2,2,22.063776
-2,2,22.071775
-2,2,22.078783
-2,2,22.084851
-2,2,22.091294
-2,2,22.096926
-2,2,22.102958
-2,2,22.109421
-2,2,22.115377
-2,2,22.121241
-2,2,22.12737
-4,3,22.136015
-2,2,22.142493
-2,2,22.148443
-2,2,22.154016
-2,2,22.160168
-4,3,22.168889
-2,2,22.175237
-2,2,22.181181
-2,2,22.186708
-2,2,22.193
-2,2,22.199005
-2,2,22.205006
-2,2,22.210546
-2,2,22.216524
-2,2,22.223756
-2,2,22.230016
-2,2,22.235572
-2,2,22.242021
-2,2,22.248143
-2,2,22.253752
-2,2,22.259471
-2,2,22.264969
-2,2,22.270635
-2,2,22.276499
-2,2,22.282428
-2,2,22.288223
-2,2,22.293621
-2,2,22.299033
-2,2,22.304434
-2,2,22.310402
-2,2,22.316192
-2,2,22.321617
-2,2,22.32718
-2,2,22.33261
-2,2,22.338044
-4,3,22.346107
-2,2,22.351755
-4,3,22.35989
-2,2,22.365293
-2,2,22.371993
-2,2,22.377434
-2,2,22.382834
-2,2,22.388335
-2,2,22.394098
-2,2,22.40057
-2,2,22.406141
-2,2,22.411566
-2,2,22.416977
-2,2,22.422737
-2,2,22.42888
-2,2,22.434891
-2,2,22.440761
-2,2,22.4462
-2,2,22.452461
-2,2,22.458441
-2,2,22.464268
-2,2,22.469812
-2,2,22.475737
-2,2,22.481583
-2,2,22.487098
-2,2,22.493163
-2,2,22.499011
-2,2,22.504976
-2,2,22.510656
-2,2,22.516962
-2,2,22.522769
-2,2,22.528593
-2,2,22.534579
-2,2,22.540698
-2,2,22.546573
-2,2,22.552344
-2,2,22.557828
-2,2,22.563629
-2,2,22.569321
-2,2,22.575082
-2,2,22.580622
-2,2,22.586306
-2,2,22.594615
-2,2,22.600984
-2,2,22.607194
-2,2,22.613394
-2,2,22.619028
-2,2,22.624979
-2,2,22.630747
-2,2,22.636998
-2,2,22.643269
-2,2,22.650379
-2,2,22.658318
-2,2,22.664248
-2,2,22.669891
-2,2,22.675722
-2,2,22.682863
-2,2,22.689408
-2,2,22.695012
-2,2,22.70091
-2,2,22.706666
-2,2,22.712411
-2,2,22.718316
-2,2,22.724235
-2,2,22.730217
-2,2,22.735835
-2,2,22.741705
-2,2,22.747483
-2,2,22.753233
-2,2,22.759125
-2,2,22.764932
-2,2,22.770666
-2,2,22.776453
-2,2,22.782286
-2,2,22.788264
-2,2,22.794015
-2,2,22.799737
-2,2,22.805467
-2,2,22.811849
-2,2,22.817671
-4,3,22.827011
-2,2,22.832721
-122,63,23.050682
-2,2,23.057074
-2,2,23.063247
-2,2,23.069405
-2,2,23.074904
-2,2,23.080927
-2,2,23.086958
-2,2,23.092627
-2,2,23.098482
-2,2,23.104378
-2,2,23.110169
-2,2,23.116185
-2,2,23.123114
-2,2,23.130049
-2,2,23.136271
-2,2,23.142039
-2,2,23.147558
