# {"t_start": 1549861943.3181171, "env_id": "graph-search-v0"} 
r,l,t
-1,1,8.877466
-1,1,8.880084
-1,1,8.882582
-1,1,8.885109
-1,1,8.887303
-1,1,8.889468
-1,1,8.891946
-1,1,8.894284
-1,1,8.896785
-1,1,8.899029
-1,1,8.901202
-1,1,8.903646
-2,2,8.90866
-1,1,8.911841
-1,1,8.914089
-1,1,8.916456
-1,1,8.918624
-1,1,8.920777
-1,1,8.922933
-1,1,8.925124
-1,1,8.927391
-1,1,8.929576
-1,1,8.931736
-1,1,8.933882
-1,1,8.936251
-1,1,8.93853
-1,1,8.940727
-1,1,8.942889
-1,1,8.945199
-1,1,8.947434
-1,1,8.949683
-1,1,8.951843
-1,1,8.953996
-1,1,8.95615
-1,1,8.958606
-1,1,8.960961
-1,1,8.963136
-1,1,8.965335
-1,1,8.967509
-1,1,8.969663
-1,1,8.971821
-1,1,8.974011
-1,1,8.976586
-1,1,8.978891
-1,1,8.981068
-1,1,8.983224
-1,1,8.985369
-1,1,8.98758
-1,1,8.989772
-1,1,8.992255
-1,1,8.994573
-1,1,8.996763
-1,1,8.99898
-1,1,9.001141
-1,1,9.003307
-1,1,9.005455
-1,1,9.0079
-1,1,9.010632
-1,1,9.012856
-1,1,9.015028
-1,1,9.017183
-1,1,9.019337
-1,1,9.021485
-1,1,9.023651
-1,1,9.025831
-1,1,9.027986
-1,1,9.030151
-1,1,9.032428
-1,1,9.034605
-1,1,9.036757
-1,1,9.039503
-1,1,9.043676
-1,1,9.046977
-1,1,9.049839
-1,1,9.052425
-1,1,9.054703
-1,1,9.057187
-1,1,9.060026
-1,1,9.062471
-1,1,9.064781
-1,1,9.067196
-1,1,9.070691
-1,1,9.07349
-1,1,9.076306
-1,1,9.078848
-1,1,9.081732
-1,1,9.084513
-1,1,9.087037
-1,1,9.089401
-1,1,9.091898
-1,1,9.094852
-4,3,9.102758
-1,1,9.105375
-1,1,9.108049
-1,1,9.110924
-1,1,9.11322
-1,1,9.115605
-1,1,9.118557
-1,1,9.121353
-1,1,9.123829
-1,1,9.126188
-1,1,9.128782
-1,1,9.132036
-1,1,9.134839
-1,1,9.137273
-1,1,9.139542
-1,1,9.142971
-1,1,9.145669
-1,1,9.148346
-1,1,9.15068
-1,1,9.154014
-1,1,9.15725
-1,1,9.160134
-1,1,9.163379
-1,1,9.166437
-1,1,9.168886
-1,1,9.171546
-1,1,9.174978
-2,2,9.182362
-1,1,9.184699
-1,1,9.18694
-1,1,9.190097
-1,1,9.195067
-1,1,9.197961
-1,1,9.200575
-1,1,9.202805
-1,1,9.205705
-1,1,9.20833
-1,1,9.212083
-1,1,9.214898
-1,1,9.21716
-1,1,9.219349
-1,1,9.221983
-1,1,9.224511
-1,1,9.227984
-1,1,9.230746
-1,1,9.233029
-1,1,9.235219
-1,1,9.237778
-1,1,9.240189
-1,1,9.242722
-1,1,9.245365
-1,1,9.247757
-1,1,9.249995
-1,1,9.25227
-1,1,9.254872
-1,1,9.257349
-1,1,9.26004
-1,1,9.262855
-1,1,9.265134
-1,1,9.26732
-1,1,9.269966
-1,1,9.272394
-1,1,9.274676
-1,1,9.276938
-1,1,9.279641
-1,1,9.281851
-1,1,9.284023
-1,1,9.286604
-1,1,9.288925
-1,1,9.291163
-1,1,9.29339
-1,1,9.296013
-1,1,9.298365
-1,1,9.300564
-1,1,9.303188
-1,1,9.305416
-1,1,9.307592
-1,1,9.310219
-1,1,9.312512
-1,1,9.314698
-1,1,9.317026
-1,1,9.319696
-1,1,9.321907
-1,1,9.324089
-1,1,9.326953
-1,1,9.329269
-1,1,9.331442
-1,1,9.333608
-1,1,9.33621
-3,2,9.340536
-1,1,9.343148
-1,1,9.345433
-1,1,9.347779
-1,1,9.350584
-1,1,9.352917
-1,1,9.355119
-1,1,9.357291
-1,1,9.360186
-1,1,9.362427
-1,1,9.364596
-1,1,9.367314
-1,1,9.369556
-1,1,9.371731
-1,1,9.374103
-1,1,9.377121
-1,1,9.379691
-1,1,9.382256
-1,1,9.385125
-1,1,9.38744
-1,1,9.389601
-1,1,9.392422
-1,1,9.394765
-1,1,9.396954
-1,1,9.399635
-1,1,9.401902
-1,1,9.404096
-1,1,9.40627
-1,1,9.408972
-1,1,9.41121
-1,1,9.413381
-1,1,9.416288
-1,1,9.418571
-1,1,9.420758
-1,1,9.423294
-1,1,9.42561
-1,1,9.427801
-1,1,9.429962
-1,1,9.432457
-1,1,9.434679
-1,1,9.436852
-1,1,9.439396
-1,1,9.44212
-1,1,9.444436
-1,1,9.446793
-1,1,9.449247
-1,1,9.451804
-1,1,9.454159
-1,1,9.456479
-1,1,9.458891
-1,1,9.461101
-1,1,9.463387
-1,1,9.4656
-1,1,9.467776
-1,1,9.469951
-1,1,9.472641
-1,1,9.474873
-1,1,9.477534
-1,1,9.479729
-1,1,9.481968
-1,1,9.484273
-1,1,9.486451
-1,1,9.488619
-1,1,9.490803
-1,1,9.492969
-1,1,9.495177
-1,1,9.497368
-1,1,9.499541
-1,1,9.501948
-1,1,9.504232
-1,1,9.506423
-1,1,9.5086
-2,2,9.513329
-1,1,9.515499
-1,1,9.517845
-1,1,9.520056
-1,1,9.522228
-1,1,9.524425
-1,1,9.526589
-1,1,9.528916
-1,1,9.531119
-1,1,9.53346
-1,1,9.535857
-1,1,9.538247
-1,1,9.54067
-1,1,9.542935
-1,1,9.545178
-1,1,9.547419
-1,1,9.549755
-1,1,9.552013
-1,1,9.554617
-1,1,9.55691
-1,1,9.559144
-1,1,9.561368
-1,1,9.563879
-1,1,9.566198
-1,1,9.568435
-1,1,9.570822
-1,1,9.573138
-1,1,9.576019
-1,1,9.578356
-1,1,9.58059
-1,1,9.582792
-1,1,9.585016
-1,1,9.587302
-1,1,9.589565
-1,1,9.591923
-1,1,9.594208
-1,1,9.596906
-1,1,9.599332
-1,1,9.601796
-1,1,9.604189
-1,1,9.606446
-1,1,9.609278
-1,1,9.611622
-1,1,9.613863
-1,1,9.61614
-1,1,9.618354
-1,1,9.620626
-1,1,9.622912
-1,1,9.625426
-1,1,9.628029
-1,1,9.630303
-1,1,9.632553
-1,1,9.63477
-1,1,9.636986
-1,1,9.639265
-1,1,9.641748
-1,1,9.644489
-1,1,9.646748
-1,1,9.648961
-1,1,9.651428
-1,1,9.653751
-1,1,9.656054
-1,1,9.65851
-1,1,9.66077
-1,1,9.663
-1,1,9.665218
-1,1,9.667433
-1,1,9.669699
-1,1,9.672008
-1,1,9.674657
-1,1,9.678276
-1,1,9.680884
-1,1,9.684163
-1,1,9.688016
-1,1,9.693479
-1,1,9.697231
-1,1,9.701011
-1,1,9.703597
-1,1,9.705948
-1,1,9.708494
-1,1,9.710968
-1,1,9.714212
-1,1,9.716842
-1,1,9.71945
-1,1,9.721791
-1,1,9.724597
-1,1,9.727693
-1,1,9.73031
-1,1,9.73301
-1,1,9.735886
-1,1,9.738703
-1,1,9.741117
-1,1,9.743412
-1,1,9.745663
-1,1,9.748514
-1,1,9.751155
-1,1,9.753501
-1,1,9.755771
-2,2,9.761555
-1,1,9.765617
-1,1,9.768106
-1,1,9.770368
-1,1,9.773302
-1,1,9.77597
-1,1,9.778296
-1,1,9.780994
-1,1,9.783739
-1,1,9.786488
-1,1,9.788947
-1,1,9.79218
-1,1,9.795277
-1,1,9.798163
-1,1,9.800722
-1,1,9.803054
-1,1,9.805341
-1,1,9.808435
-1,1,9.811218
-1,1,9.813563
-1,1,9.815916
-1,1,9.818166
-1,1,9.820378
-1,1,9.822604
-1,1,9.824933
-1,1,9.827822
-1,1,9.830144
-1,1,9.83237
-1,1,9.834577
-1,1,9.836778
-1,1,9.839041
-1,1,9.841671
-1,1,9.843983
-1,1,9.846214
-1,1,9.848431
-1,1,9.850853
-1,1,9.853158
-1,1,9.855413
-1,1,9.857649
-1,1,9.86048
-1,1,9.862807
-1,1,9.865042
-1,1,9.867367
-1,1,9.869592
-1,1,9.871925
-1,1,9.87437
-1,1,9.876909
-1,1,9.879233
-1,1,9.881502
-1,1,9.883741
-1,1,9.885952
-1,1,9.888228
-1,1,9.890528
-1,1,9.892837
-1,1,9.895124
-1,1,9.897389
-1,1,9.899658
-1,1,9.901939
-5,3,9.90983
-1,1,9.912158
-1,1,9.914407
-1,1,9.916949
-1,1,9.919288
-1,1,9.921534
-1,1,9.923789
-1,1,9.926012
-1,1,9.928293
-1,1,9.930551
-1,1,9.932854
-1,1,9.935399
-1,1,9.93767
-1,1,9.939905
-1,1,9.942622
-1,1,9.945087
-1,1,9.947458
-1,1,9.949831
-1,1,9.952367
-1,1,9.954638
-1,1,9.956861
-1,1,9.961299
-1,1,9.965306
-1,1,9.96825
-1,1,9.970704
-1,1,9.973136
-1,1,9.976051
-1,1,9.978449
-1,1,9.98071
-1,1,9.982919
-1,1,9.985134
-2,2,9.989567
-1,1,9.991883
-1,1,9.994165
-1,1,9.996575
-1,1,9.998895
-3,2,10.003378
-1,1,10.005629
-1,1,10.008334
-1,1,10.010673
-1,1,10.012912
-1,1,10.015915
-1,1,10.018352
-1,1,10.020609
-1,1,10.022831
-1,1,10.025048
-1,1,10.02758
-1,1,10.029872
-1,1,10.032124
-1,1,10.034348
-1,1,10.03657
-1,1,10.038839
-1,1,10.041116
-1,1,10.04404
-1,1,10.046351
-1,1,10.04859
-1,1,10.050808
-1,1,10.053014
-1,1,10.055287
-1,1,10.057899
-1,1,10.060298
-1,1,10.062534
-1,1,10.064754
-1,1,10.066974
-1,1,10.069227
-2,2,10.074111
-1,1,10.077102
-1,1,10.079446
-1,1,10.081691
-1,1,10.083963
-1,1,10.086184
-1,1,10.088688
-1,1,10.091647
-1,1,10.094265
-1,1,10.096533
-1,1,10.098793
-1,1,10.101185
-1,1,10.103472
-1,1,10.105762
-1,1,10.108078
-1,1,10.110324
-1,1,10.112541
-1,1,10.115055
-1,1,10.117359
-1,1,10.119889
-1,1,10.122266
-1,1,10.12451
-1,1,10.126728
-1,1,10.128932
-1,1,10.131189
-1,1,10.133537
-1,1,10.135819
-1,1,10.138074
-1,1,10.141386
-1,1,10.14628
-1,1,10.149518
-1,1,10.153334
-1,1,10.155879
-1,1,10.158708
-1,1,10.161125
-1,1,10.163388
-1,1,10.165689
-1,1,10.168096
-1,1,10.170635
-1,1,10.172958
-1,1,10.17527
-1,1,10.177514
-1,1,10.179806
-1,1,10.182517
-1,1,10.184834
-1,1,10.187066
-1,1,10.18934
-1,1,10.192068
-1,1,10.194512
-1,1,10.196763
-1,1,10.1991
-1,1,10.201327
-1,1,10.203617
-1,1,10.206183
-1,1,10.208496
-1,1,10.21073
-1,1,10.21326
-1,1,10.215549
-1,1,10.217767
-1,1,10.219983
-1,1,10.222218
-1,1,10.224679
-1,1,10.227783
-1,1,10.230094
-1,1,10.232316
-1,1,10.234516
-1,1,10.23672
-1,1,10.238981
-1,1,10.241618
-1,1,10.244226
-1,1,10.246686
-1,1,10.2491
-1,1,10.251457
-1,1,10.2537
-1,1,10.255974
-1,1,10.258241
-1,1,10.260511
-1,1,10.26277
-1,1,10.265304
-1,1,10.267659
-1,1,10.269885
-1,1,10.272766
-1,1,10.275798
-1,1,10.278176
-1,1,10.280427
-1,1,10.282648
-1,1,10.285254
-1,1,10.287559
-1,1,10.290944
-1,1,10.294204
-1,1,10.29671
-1,1,10.299128
-1,1,10.301543
-1,1,10.304116
-1,1,10.306631
-1,1,10.309489
-1,1,10.311821
-1,1,10.314072
-1,1,10.316329
-1,1,10.318536
-1,1,10.320799
-1,1,10.323044
-1,1,10.325375
-1,1,10.327632
-1,1,10.329886
-1,1,10.332137
-1,1,10.334374
-1,1,10.33707
-1,1,10.339396
-1,1,10.342012
-1,1,10.344542
-1,1,10.346815
-1,1,10.349043
-1,1,10.351312
-1,1,10.353569
-1,1,10.356138
-1,1,10.358665
-1,1,10.360915
-1,1,10.363144
-1,1,10.365363
-1,1,10.367678
-1,1,10.369964
-1,1,10.372259
-1,1,10.374639
-1,1,10.376877
-1,1,10.379091
-1,1,10.381299
-1,1,10.383654
-1,1,10.385936
-1,1,10.388281
-1,1,10.390664
-1,1,10.392884
-1,1,10.395092
-1,1,10.397486
-1,1,10.399864
-1,1,10.402123
-1,1,10.40436
-1,1,10.406572
-1,1,10.409543
-1,1,10.412065
-1,1,10.41432
-1,1,10.416561
-1,1,10.419202
-1,1,10.421801
-1,1,10.424736
-1,1,10.427314
-1,1,10.429912
-1,1,10.432189
-1,1,10.434424
-1,1,10.436645
-1,1,10.438876
-1,1,10.44118
-1,1,10.444172
-1,1,10.44646
-1,1,10.448685
-1,1,10.450917
-1,1,10.453149
-1,1,10.455436
-1,1,10.457774
-1,1,10.460364
-1,1,10.462695
-1,1,10.464934
-2,2,10.469306
-1,1,10.471571
-1,1,10.474209
-1,1,10.477304
-1,1,10.479596
-1,1,10.48183
-1,1,10.484043
-1,1,10.486264
-1,1,10.488938
-1,1,10.49141
-1,1,10.49406
-1,1,10.496383
-2,2,10.500807
-1,1,10.503024
-1,1,10.505295
-1,1,10.507931
-1,1,10.510248
-1,1,10.512486
-1,1,10.514709
-1,1,10.517018
-1,1,10.519294
-1,1,10.52196
-1,1,10.524332
-1,1,10.527143
-1,1,10.529465
-1,1,10.531708
-1,1,10.533934
-1,1,10.536143
-1,1,10.538417
-1,1,10.540759
-1,1,10.543119
-1,1,10.545402
-1,1,10.547669
-1,1,10.54992
-1,1,10.552571
-1,1,10.554861
-1,1,10.557096
-1,1,10.560084
-1,1,10.562413
-1,1,10.564642
-1,1,10.566905
-1,1,10.569114
-1,1,10.571383
-1,1,10.573693
-1,1,10.575969
-1,1,10.578221
-1,1,10.580709
-1,1,10.583091
-1,1,10.585356
-1,1,10.587587
-1,1,10.5898
-1,1,10.592075
-1,1,10.594348
-1,1,10.596621
-1,1,10.599063
-1,1,10.601384
-1,1,10.603737
-1,1,10.606005
-1,1,10.608279
-2,2,10.61305
-1,1,10.615397
-1,1,10.61764
-1,1,10.619883
-1,1,10.622125
-1,1,10.624443
-1,1,10.627441
-1,1,10.629743
-1,1,10.631969
-1,1,10.6342
-1,1,10.636432
-1,1,10.638702
-1,1,10.641048
-1,1,10.643569
-1,1,10.645997
-1,1,10.648247
-1,1,10.650471
-1,1,10.653123
-1,1,10.655607
-1,1,10.657875
-1,1,10.660822
-1,1,10.663095
-1,1,10.665327
-1,1,10.66764
-1,1,10.669858
-1,1,10.672144
-1,1,10.674725
-1,1,10.677066
-1,1,10.679311
-1,1,10.681717
-1,1,10.6849
-1,1,10.687439
-1,1,10.689748
-1,1,10.692594
-1,1,10.695184
-1,1,10.697519
-1,1,10.699775
-1,1,10.702328
-1,1,10.704951
-1,1,10.707356
-1,1,10.710317
-1,1,10.712881
-1,1,10.71549
-1,1,10.718
-1,1,10.720436
-1,1,10.722843
-1,1,10.725373
-1,1,10.727895
-1,1,10.730359
-1,1,10.732727
-1,1,10.735556
-1,1,10.738165
-1,1,10.740447
-1,1,10.743364
-1,1,10.7457
-1,1,10.747937
-1,1,10.750154
-1,1,10.752376
-1,1,10.754683
-1,1,10.757025
-1,1,10.759405
-1,1,10.761709
-1,1,10.764343
-1,1,10.766654
-1,1,10.769213
-1,1,10.771492
-1,1,10.773886
-1,1,10.776837
-2,2,10.781341
-1,1,10.783609
-1,1,10.78583
-3,2,10.790353
-1,1,10.792809
-1,1,10.795105
-1,1,10.797385
-1,1,10.799986
-1,1,10.802257
-1,1,10.804491
-1,1,10.806993
-1,1,10.809993
-1,1,10.812333
-1,1,10.814586
-3,2,10.818966
-1,1,10.82123
-1,1,10.823499
-1,1,10.825969
-1,1,10.828342
-1,1,10.830868
-1,1,10.833134
-1,1,10.835355
-1,1,10.837569
-1,1,10.839783
-1,1,10.842094
-1,1,10.844364
-1,1,10.846626
-1,1,10.848941
-1,1,10.851232
-1,1,10.853683
-1,1,10.856046
-1,1,10.858306
-1,1,10.860847
-1,1,10.863386
-1,1,10.865664
-1,1,10.868102
-1,1,10.870431
-1,1,10.872978
-1,1,10.875655
-1,1,10.878193
-1,1,10.880449
-1,1,10.882667
-1,1,10.885071
-1,1,10.887458
-1,1,10.889864
-1,1,10.893005
-1,1,10.895366
-1,1,10.897664
-1,1,10.899899
-1,1,10.902334
-1,1,10.904663
-1,1,10.906963
-1,1,10.9092
-1,1,10.911724
-1,1,10.914044
-2,2,10.920256
-1,1,10.923176
-1,1,10.925911
-2,2,10.930807
-1,1,10.93304
-1,1,10.935263
-1,1,10.93761
-1,1,10.940279
-1,1,10.942773
-1,1,10.945202
-1,1,10.94761
-1,1,10.949886
-1,1,10.952465
-1,1,10.954782
-1,1,10.957016
-1,1,10.959234
-1,1,10.96149
-1,1,10.963739
-1,1,10.966119
-1,1,10.968417
-1,1,10.970703
-1,1,10.972981
-1,1,10.975269
-1,1,10.977539
-1,1,10.979844
-1,1,10.982511
-1,1,10.984886
-1,1,10.987151
-1,1,10.989392
-1,1,10.991958
-1,1,10.99443
-1,1,10.99671
-1,1,10.998955
-1,1,11.001194
-1,1,11.003484
-1,1,11.00577
-1,1,11.008422
-1,1,11.010733
-1,1,11.013237
-1,1,11.015759
-1,1,11.018135
-1,1,11.020386
-1,1,11.022619
-1,1,11.025077
-1,1,11.027645
-1,1,11.029908
-1,1,11.032239
-1,1,11.034455
-1,1,11.036663
-1,1,11.038947
-1,1,11.042733
-1,1,11.046829
-1,1,11.049361
-1,1,11.05179
-1,1,11.054195
-1,1,11.056501
-1,1,11.059017
-1,1,11.061609
-1,1,11.063888
-1,1,11.066111
-1,1,11.068321
-1,1,11.070604
-1,1,11.07289
-1,1,11.07546
-1,1,11.077859
-1,1,11.080128
-1,1,11.082369
-1,1,11.08458
-1,1,11.086849
-1,1,11.08912
-1,1,11.091536
-1,1,11.093832
-1,1,11.096052
-1,1,11.098261
-1,1,11.100529
-1,1,11.102802
-1,1,11.105189
-1,1,11.107764
-1,1,11.110716
-1,1,11.112994
-1,1,11.115226
-1,1,11.117438
-1,1,11.11969
-1,1,11.122044
-1,1,11.125016
-1,1,11.128033
-1,1,11.130477
-1,1,11.132963
-1,1,11.135439
-1,1,11.138114
-1,1,11.140577
-1,1,11.143564
-1,1,11.145873
-1,1,11.148143
-1,1,11.150627
-1,1,11.152963
-1,1,11.155882
-1,1,11.158341
-1,1,11.160593
-1,1,11.162834
-1,1,11.165049
-1,1,11.167264
-1,1,11.169814
-1,1,11.172098
-1,1,11.174362
-1,1,11.177308
-1,1,11.17962
-1,1,11.181861
-1,1,11.184373
-1,1,11.186665
-1,1,11.188895
-1,1,11.192689
-1,1,11.197245
-1,1,11.200521
-1,1,11.203127
-1,1,11.205602
-1,1,11.208303
-1,1,11.210844
-1,1,11.213421
-1,1,11.216008
-1,1,11.218259
-1,1,11.220485
-1,1,11.22271
-1,1,11.225225
-1,1,11.227657
-1,1,11.230115
-1,1,11.23247
-1,1,11.234705
-1,1,11.237136
-1,1,11.2396
-1,1,11.242225
-1,1,11.244715
-1,1,11.246969
-1,1,11.249187
-1,1,11.251397
-1,1,11.253665
-1,1,11.256249
-1,1,11.258678
-1,1,11.261373
-1,1,11.264327
-1,1,11.266808
-1,1,11.269042
-1,1,11.271339
-1,1,11.27359
-1,1,11.276504
-1,1,11.27893
-1,1,11.281167
-1,1,11.283426
-1,1,11.285684
-1,1,11.288121
-1,1,11.290715
-1,1,11.294197
-1,1,11.296678
-1,1,11.299113
-1,1,11.301635
-1,1,11.304175
-1,1,11.307001
-1,1,11.309884
-1,1,11.312384
-1,1,11.314791
-1,1,11.31701
-1,1,11.319224
-1,1,11.321531
-1,1,11.324089
-1,1,11.326442
-1,1,11.328797
-1,1,11.331082
-1,1,11.333308
-1,1,11.335506
-1,1,11.337711
-2,2,11.343927
-1,1,11.347519
-1,1,11.350083
-1,1,11.352338
-1,1,11.355214
-1,1,11.359708
-1,1,11.363313
-1,1,11.36605
-1,1,11.368702
-1,1,11.371003
-1,1,11.373543
-1,1,11.376033
-1,1,11.378319
-1,1,11.380561
-1,1,11.382787
-1,1,11.384994
-1,1,11.387524
-1,1,11.389793
-1,1,11.392514
-1,1,11.394903
-1,1,11.397151
-1,1,11.399386
-1,1,11.401608
-1,1,11.403881
-1,1,11.406498
-1,1,11.410569
-1,1,11.412985
-1,1,11.415288
-1,1,11.417685
-1,1,11.419957
-1,1,11.42217
-1,1,11.424511
-2,2,11.431845
-1,1,11.435395
-1,1,11.437876
-1,1,11.4401
-1,1,11.44245
-1,1,11.44472
-1,1,11.447238
-1,1,11.44963
-1,1,11.451917
-1,1,11.454221
-1,1,11.456464
-1,1,11.459468
-1,1,11.462116
-1,1,11.464819
-1,1,11.467399
-1,1,11.470034
-1,1,11.472338
-1,1,11.476355
-1,1,11.481128
-1,1,11.484147
-1,1,11.486574
-1,1,11.48902
-1,1,11.491573
-1,1,11.495
-1,1,11.4973
-1,1,11.499525
-3,2,11.503884
-1,1,11.50617
-1,1,11.508846
-1,1,11.511436
-1,1,11.513721
-1,1,11.515959
-1,1,11.518173
-1,1,11.520404
-1,1,11.522628
-1,1,11.525156
-1,1,11.527915
-1,1,11.530182
-2,2,11.534695
-1,1,11.536982
-1,1,11.539546
-1,1,11.541983
-1,1,11.54423
-2,2,11.548586
-1,1,11.550838
-1,1,11.553379
-2,2,11.557801
-1,1,11.560026
-1,1,11.562325
-1,1,11.564622
-1,1,11.566854
-1,1,11.569074
-1,1,11.571589
-1,1,11.573893
-1,1,11.57673
-1,1,11.579035
-1,1,11.581264
-1,1,11.58348
-1,1,11.585688
-1,1,11.587996
-1,1,11.590319
-1,1,11.592682
-1,1,11.594917
-1,1,11.597187
-1,1,11.600219
-1,1,11.603075
-1,1,11.605837
-1,1,11.608252
-1,1,11.61146
-1,1,11.614337
-1,1,11.616815
-1,1,11.619145
-1,1,11.621425
-1,1,11.624325
-1,1,11.626862
-2,2,11.631623
-1,1,11.634172
-1,1,11.637164
-1,1,11.639773
-1,1,11.642742
-1,1,11.645146
-1,1,11.647916
-1,1,11.650561
-1,1,11.653049
-1,1,11.655415
-1,1,11.658118
-1,1,11.661151
-1,1,11.663971
-1,1,11.666467
-1,1,11.668818
-1,1,11.671394
-1,1,11.674251
-1,1,11.676982
-1,1,11.679504
-1,1,11.681775
-1,1,11.684904
-1,1,11.688311
-1,1,11.691843
-1,1,11.696077
-1,1,11.70002
-1,1,11.703635
-1,1,11.70608
-2,2,11.712146
-1,1,11.714888
-1,1,11.71777
-1,1,11.720818
-1,1,11.723948
-1,1,11.726839
-1,1,11.729386
-1,1,11.732272
-1,1,11.735043
-1,1,11.737375
-1,1,11.739716
-1,1,11.742295
-1,1,11.744711
-1,1,11.747143
-1,1,11.749533
-1,1,11.751851
-1,1,11.754426
-1,1,11.756807
-1,1,11.759681
-1,1,11.762011
-1,1,11.764242
-1,1,11.766455
-3,2,11.770844
-1,1,11.773088
-1,1,11.775504
-1,1,11.777778
-1,1,11.780035
-1,1,11.782382
-1,1,11.784812
-1,1,11.787124
-1,1,11.789343
-1,1,11.791553
-1,1,11.794366
-1,1,11.796703
-1,1,11.798939
-1,1,11.801147
-1,1,11.803356
-2,2,11.807813
-1,1,11.810074
-1,1,11.812321
-1,1,11.814594
-1,1,11.817687
-1,1,11.819995
-1,1,11.822229
-1,1,11.824497
-1,1,11.827388
-1,1,11.829657
-1,1,11.831877
-1,1,11.834093
-1,1,11.83635
-1,1,11.838637
-1,1,11.840971
-1,1,11.843251
-1,1,11.845518
-1,1,11.848193
-1,1,11.850492
-1,1,11.852708
-1,1,11.854914
-1,1,11.858002
-1,1,11.861193
-1,1,11.864001
-1,1,11.866508
-1,1,11.868892
-1,1,11.871098
-1,1,11.87333
-1,1,11.875932
-1,1,11.878764
-1,1,11.881064
-1,1,11.883293
-1,1,11.885504
-1,1,11.887707
-1,1,11.889968
-1,1,11.892933
-1,1,11.895396
-1,1,11.897656
-1,1,11.899895
-1,1,11.902111
-1,1,11.904364
-1,1,11.906632
-1,1,11.910777
-1,1,11.914724
-1,1,11.917198
-1,1,11.919434
-1,1,11.921659
-1,1,11.923885
-1,1,11.92761
-1,1,11.931597
-1,1,11.934052
-1,1,11.936287
-1,1,11.938504
-1,1,11.941883
-1,1,11.944519
-1,1,11.946918
-1,1,11.949135
-1,1,11.951345
-1,1,11.953604
-1,1,11.955921
-1,1,11.958451
-1,1,11.960753
-1,1,11.962992
-2,2,11.967564
-1,1,11.969879
-1,1,11.972428
-1,1,11.974781
-1,1,11.977665
-2,2,11.982196
-1,1,11.984436
-1,1,11.986658
-1,1,11.989018
-1,1,11.992525
-1,1,11.996417
-1,1,11.998749
-1,1,12.000974
-1,1,12.003536
-1,1,12.005805
-1,1,12.008035
-1,1,12.012683
-1,1,12.016594
-1,1,12.018855
-1,1,12.021079
-1,1,12.023288
-1,1,12.0256
-1,1,12.027894
-1,1,12.030162
-1,1,12.032478
-1,1,12.034824
-1,1,12.037101
-1,1,12.039381
-1,1,12.041972
-1,1,12.044268
-1,1,12.046488
-1,1,12.048695
-1,1,12.050979
-1,1,12.053637
-1,1,12.056252
-1,1,12.058518
-1,1,12.060782
-1,1,12.063218
-3,2,12.067778
-1,1,12.070011
-1,1,12.07222
-1,1,12.074487
-1,1,12.07756
-1,1,12.079847
-1,1,12.082069
-1,1,12.084283
-1,1,12.086495
-1,1,12.088759
-1,1,12.091251
-1,1,12.093756
-1,1,12.096593
-1,1,12.099018
-1,1,12.101257
-1,1,12.103464
-1,1,12.105667
-2,2,12.110858
-1,1,12.113419
-1,1,12.115796
-1,1,12.118615
-1,1,12.120983
-1,1,12.123224
-1,1,12.127105
-1,1,12.129619
-1,1,12.132063
-1,1,12.1344
-1,1,12.136609
-1,1,12.138919
-1,1,12.141747
-1,1,12.144316
-1,1,12.146584
-1,1,12.148807
-1,1,12.151013
-1,1,12.153257
-1,1,12.155723
-1,1,12.158799
-1,1,12.161295
-1,1,12.1636
-1,1,12.16605
-1,1,12.168331
-1,1,12.170539
-1,1,12.17274
-1,1,12.174981
-1,1,12.177224
-1,1,12.179454
-1,1,12.181759
-1,1,12.184259
-1,1,12.186582
-1,1,12.189232
-1,1,12.192082
-1,1,12.195201
-1,1,12.198617
-1,1,12.201001
-1,1,12.203245
-1,1,12.205453
-1,1,12.208664
-1,1,12.211492
-1,1,12.213808
-1,1,12.216011
-1,1,12.218417
-1,1,12.220774
-1,1,12.223015
-1,1,12.225666
-1,1,12.22813
-1,1,12.230506
-1,1,12.233045
-1,1,12.235352
-1,1,12.237589
-1,1,12.239802
-1,1,12.24212
-1,1,12.244418
-1,1,12.246671
-1,1,12.250014
-1,1,12.254867
-1,1,12.258135
-1,1,12.260724
-1,1,12.263178
-1,1,12.265876
-1,1,12.268216
-1,1,12.270999
-1,1,12.273271
-1,1,12.275569
-2,2,12.280321
-1,1,12.282611
-1,1,12.28483
-1,1,12.287034
-1,1,12.289657
-1,1,12.292551
-1,1,12.294985
-1,1,12.297315
-1,1,12.299545
-1,1,12.301763
-1,1,12.304197
-1,1,12.306482
-1,1,12.308839
-1,1,12.311379
-1,1,12.314083
-1,1,12.316468
-1,1,12.318714
-1,1,12.320959
-1,1,12.323181
-1,1,12.326134
-1,1,12.328648
-1,1,12.330997
-1,1,12.333368
-1,1,12.335641
-1,1,12.337887
-1,1,12.340104
-1,1,12.343623
-1,1,12.346512
-1,1,12.349356
-1,1,12.351812
-1,1,12.354224
-1,1,12.356892
-1,1,12.359783
-1,1,12.362119
-1,1,12.364661
-1,1,12.36695
-1,1,12.36918
-1,1,12.371389
-1,1,12.374139
-1,1,12.376574
-1,1,12.378952
-1,1,12.3812
-1,1,12.38342
-1,1,12.385622
-1,1,12.387896
-1,1,12.390177
-1,1,12.392436
-1,1,12.394687
-1,1,12.39693
-1,1,12.399279
-1,1,12.401538
-1,1,12.404186
-1,1,12.406486
-1,1,12.409226
