% time spent exploring,episodes,mean 100 episode reward,steps
2,10,-310.0,1641
2,20,-147.5,1653
2,30,-97.0,1663
2,40,-75.6,1737
2,50,-60.3,1747
2,60,-50.3,1757
2,70,-43.1,1767
2,80,-37.8,1777
2,90,-33.7,1787
2,100,-30.4,1798
2,110,-3.4,1864
2,120,-3.3,1874
2,130,-3.3,1884
2,140,-2.1,1894
2,150,-2.1,1904
2,160,-2.1,1914
2,170,-2.1,1924
2,180,-2.1,1934
2,190,-2.1,1944
2,200,-2.1,1954
2,210,-1.0,1964
2,220,-1.0,1974
2,230,-1.0,1984
2,240,-1.0,1994
