# {"t_start": 1549866578.168112, "env_id": "graph-search-v0"} 
r,l,t
-1,1,8.444991
-1,1,8.448235
-1,1,8.451297
-1,1,8.454119
-1,1,8.457289
-1,1,8.460484
-1,1,8.463749
-1,1,8.466738
-1,1,8.46985
-1,1,8.472709
-1,1,8.47561
-1,1,8.478413
-1,1,8.481679
-1,1,8.485231
-1,1,8.488449
-1,1,8.49166
-1,1,8.494544
-1,1,8.49776
-1,1,8.500749
-1,1,8.503535
-1,1,8.507269
-1,1,8.510532
-1,1,8.514113
-1,1,8.517125
-1,1,8.519974
-3,2,8.525749
-1,1,8.529081
-1,1,8.532761
-1,1,8.535657
-1,1,8.538519
-1,1,8.541539
-1,1,8.544643
-1,1,8.54793
-1,1,8.5509
-1,1,8.555077
-1,1,8.557963
-1,1,8.561568
-1,1,8.566272
-1,1,8.569528
-1,1,8.572844
-1,1,8.575652
-1,1,8.578433
-1,1,8.5814
-1,1,8.58434
-1,1,8.587493
-1,1,8.590313
-1,1,8.593153
-1,1,8.597051
-1,1,8.59987
-1,1,8.602693
-1,1,8.60568
-1,1,8.608456
-1,1,8.611302
-1,1,8.614363
-1,1,8.617491
-1,1,8.620451
-1,1,8.623291
-1,1,8.626063
-1,1,8.629768
-1,1,8.632572
-1,1,8.635321
-1,1,8.638309
-1,1,8.641101
-1,1,8.643864
-1,1,8.646881
-1,1,8.650257
-1,1,8.653505
-1,1,8.656565
-1,1,8.659567
-1,1,8.662608
-1,1,8.665392
-1,1,8.668318
-1,1,8.671398
-1,1,8.674198
-1,1,8.67716
-1,1,8.680135
-1,1,8.682919
-1,1,8.685862
-1,1,8.689163
-1,1,8.69195
-1,1,8.695104
-1,1,8.697987
-1,1,8.70088
-1,1,8.703905
-1,1,8.706713
-1,1,8.71006
-1,1,8.713241
-1,1,8.716521
-1,1,8.719581
-1,1,8.722358
-1,1,8.72521
-1,1,8.728116
-1,1,8.731056
-1,1,8.734216
-1,1,8.737116
-1,1,8.740239
-1,1,8.74381
-1,1,8.74763
-1,1,8.751135
-1,1,8.753973
-1,1,8.756769
-1,1,8.759982
-1,1,8.764017
-1,1,8.76754
-2,2,8.773171
-1,1,8.776365
-1,1,8.780183
-1,1,8.783639
-1,1,8.786835
-1,1,8.789778
-1,1,8.793017
-1,1,8.797132
-1,1,8.800662
-1,1,8.80354
-1,1,8.806886
-1,1,8.809877
-1,1,8.813583
-1,1,8.817145
-1,1,8.81998
-1,1,8.823239
-1,1,8.826144
-1,1,8.83013
-1,1,8.833613
-1,1,8.837457
-1,1,8.840615
-1,1,8.843453
-1,1,8.847669
-1,1,8.850857
-1,1,8.853688
-1,1,8.856852
-1,1,8.859697
-1,1,8.863817
-1,1,8.867221
-1,1,8.870305
-1,1,8.873471
-1,1,8.876287
-1,1,8.880224
-1,1,8.883416
-1,1,8.886373
-1,1,8.889553
-1,1,8.89254
-1,1,8.896576
-1,1,8.899786
-1,1,8.902715
-1,1,8.905885
-1,1,8.908701
-1,1,8.912598
-1,1,8.916024
-1,1,8.918964
-1,1,8.922142
-1,1,8.924953
-1,1,8.928748
-1,1,8.932246
-1,1,8.935304
-1,1,8.938496
-1,1,8.941303
-1,1,8.945118
-1,1,8.948586
-1,1,8.95152
-1,1,8.954689
-1,1,8.957613
-1,1,8.961057
-1,1,8.964908
-1,1,8.968207
-1,1,8.971121
-1,1,8.973926
-1,1,8.977384
-1,1,8.981154
-1,1,8.984895
-1,1,8.987874
-1,1,8.990739
-1,1,8.993898
-1,1,8.997701
-1,1,9.001442
-1,1,9.0043
-1,1,9.007082
-1,1,9.010224
-1,1,9.01385
-1,1,9.017377
-1,1,9.020255
-1,1,9.02309
-1,1,9.026286
-3,2,9.034741
-1,1,9.037786
-1,1,9.040624
-1,1,9.044048
-1,1,9.047583
-1,1,9.051179
-1,1,9.054049
-1,1,9.057593
-1,1,9.06144
-1,1,9.065384
-1,1,9.068341
-1,1,9.071178
-1,1,9.074364
-1,1,9.077221
-1,1,9.08103
-1,1,9.084662
-1,1,9.087754
-1,1,9.090977
-1,1,9.093873
-1,1,9.097843
-1,1,9.101073
-1,1,9.104073
-1,1,9.107252
-1,1,9.110232
-1,1,9.11427
-1,1,9.117601
-1,1,9.12086
-1,1,9.124061
-1,1,9.126921
-1,1,9.131361
-1,1,9.134645
-1,1,9.137858
-1,1,9.14075
-1,1,9.14373
-1,1,9.147777
-1,1,9.15102
-1,1,9.154232
-1,1,9.157131
-1,1,9.159951
-1,1,9.163997
-4,4,9.176137
-1,1,9.180454
-1,1,9.183766
-1,1,9.187203
-1,1,9.190094
-1,1,9.192869
-1,1,9.1968
-3,2,9.203176
-1,1,9.2061
-1,1,9.2089
-1,1,9.212958
-1,1,9.216289
-1,1,9.219349
-1,1,9.222157
-1,1,9.224904
-1,1,9.228614
-1,1,9.231819
-1,1,9.235521
-1,1,9.238388
-1,1,9.241184
-1,1,9.244647
-1,1,9.248242
-1,1,9.251382
-1,1,9.254936
-1,1,9.257772
-1,1,9.261251
-1,1,9.264532
-1,1,9.268593
-1,1,9.271662
-1,1,9.274878
-1,1,9.278786
-1,1,9.282304
-1,1,9.285352
-1,1,9.288271
-1,1,9.291513
-1,1,9.29439
-1,1,9.298285
-1,1,9.301304
-3,2,9.307357
-1,1,9.310178
-1,1,9.313512
-1,1,9.316497
-1,1,9.319281
-1,1,9.322045
-1,1,9.325001
-1,1,9.327779
-1,1,9.330806
-1,1,9.333654
-1,1,9.336423
-1,1,9.339575
-1,1,9.342363
-1,1,9.345825
-1,1,9.348847
-1,1,9.351623
-1,1,9.354364
-1,1,9.357313
-1,1,9.360082
-1,1,9.362972
-1,1,9.365779
-1,1,9.368519
-1,1,9.371756
-1,1,9.374559
-1,1,9.377624
-1,1,9.380978
-1,1,9.383745
-1,1,9.386526
-1,1,9.389463
-1,1,9.392223
-1,1,9.395131
-1,1,9.397974
-1,1,9.400985
-1,1,9.404049
-1,1,9.406836
-1,1,9.409766
-1,1,9.413219
-1,1,9.416033
-1,1,9.418986
-1,1,9.422188
-1,1,9.425081
-1,1,9.427975
-1,1,9.430809
-1,1,9.433618
-1,1,9.43703
-1,1,9.439857
-1,1,9.44261
-1,1,9.445592
-1,1,9.448595
-1,1,9.451418
-1,1,9.454401
-1,1,9.457171
-1,1,9.460122
-1,1,9.463268
-1,1,9.466324
-1,1,9.469462
-1,1,9.472497
-1,1,9.475263
-1,1,9.478618
-1,1,9.481645
-1,1,9.484916
-1,1,9.487774
-1,1,9.490537
-3,2,9.496805
-1,1,9.499604
-1,1,9.502613
-1,1,9.505378
-1,1,9.508244
-1,1,9.511285
-1,1,9.514101
-1,1,9.517094
-1,1,9.519918
-1,1,9.522807
-1,1,9.52626
-1,1,9.529525
-1,1,9.533044
-1,1,9.53587
-1,1,9.538625
-1,1,9.541548
-1,1,9.544388
-1,1,9.548533
-1,1,9.551477
-1,1,9.554251
-1,1,9.557405
-1,1,9.560209
-1,1,9.563828
-1,1,9.567074
-1,1,9.569971
-1,1,9.574174
-1,1,9.577097
-1,1,9.58188
-1,1,9.58591
-1,1,9.58895
-1,1,9.591956
-1,1,9.595361
-1,1,9.598798
-1,1,9.60214
-1,1,9.605029
-1,1,9.608018
-1,1,9.610794
-3,2,9.617773
-1,1,9.620617
-1,1,9.623768
-1,1,9.626631
-1,1,9.629966
-1,1,9.632811
-1,1,9.635627
-1,1,9.63856
-1,1,9.641351
-1,1,9.64411
-1,1,9.647095
-1,1,9.650005
-1,1,9.653006
-1,1,9.656266
-1,1,9.65915
-1,1,9.66219
-1,1,9.664997
-1,1,9.667749
-1,1,9.67066
-1,1,9.673462
-1,1,9.676212
-1,1,9.679294
-1,1,9.682238
-1,1,9.685078
-1,1,9.688005
-1,1,9.690798
-1,1,9.693577
-1,1,9.69687
-1,1,9.699653
-1,1,9.702613
-1,1,9.705434
-1,1,9.708198
-1,1,9.711991
-1,1,9.716005
-1,1,9.718982
-1,1,9.721811
-1,1,9.724618
-1,1,9.727537
-1,1,9.730972
-1,1,9.733929
-1,1,9.736962
-1,1,9.739743
-1,1,9.743018
-1,1,9.746436
-1,1,9.749319
-1,1,9.752252
-1,1,9.755035
-1,1,9.757781
-1,1,9.761193
-1,1,9.764041
-1,1,9.766936
-1,1,9.76988
-1,1,9.773912
-1,1,9.777918
-1,1,9.780948
-1,1,9.784626
-1,1,9.787943
-1,1,9.791291
-1,1,9.794163
-1,1,9.798261
-1,1,9.801778
-3,2,9.809481
-1,1,9.812531
-1,1,9.81589
-1,1,9.819522
-1,1,9.82239
-1,1,9.825534
-1,1,9.828343
-1,1,9.831158
-1,1,9.8347
-1,1,9.838687
-1,1,9.843057
-1,1,9.847704
-1,1,9.851433
-1,1,9.85426
-1,1,9.857276
-1,1,9.86006
-1,1,9.86281
-3,2,9.868572
-1,1,9.871612
-1,1,9.874838
-1,1,9.877976
-1,1,9.881569
-1,1,9.884376
-1,1,9.887321
-1,1,9.890258
-1,1,9.893098
-1,1,9.895846
-1,1,9.89879
-1,1,9.901723
-1,1,9.904625
-1,1,9.90758
-1,1,9.91035
-1,1,9.913791
-1,1,9.916671
-1,1,9.919436
-1,1,9.922372
-1,1,9.925184
-1,1,9.927924
-1,1,9.93088
-1,1,9.933702
-1,1,9.936454
-1,1,9.939496
-1,1,9.942404
-1,1,9.945183
-1,1,9.948421
-1,1,9.951571
-1,1,9.954807
-1,1,9.957855
-1,1,9.960715
-1,1,9.96387
-1,1,9.966712
-1,1,9.969469
-1,1,9.972572
-1,1,9.975382
-1,1,9.978554
-1,1,9.98151
-1,1,9.984381
-1,1,9.98756
-1,1,9.990386
-1,1,9.993304
-1,1,9.996493
-1,1,9.999309
-1,1,10.002063
-1,1,10.005223
-1,1,10.008348
-1,1,10.011925
-1,1,10.014885
-1,1,10.017721
-1,1,10.020991
-1,1,10.023851
-1,1,10.026914
-1,1,10.031842
-1,1,10.035481
-1,1,10.038373
-1,1,10.041182
-1,1,10.04467
-1,1,10.048321
-1,1,10.051626
-1,1,10.054472
-1,1,10.057434
-1,1,10.060914
-1,1,10.064446
-1,1,10.067863
-1,1,10.071145
-1,1,10.073981
-1,1,10.077602
-1,1,10.082188
-1,1,10.086117
-1,1,10.089146
-1,1,10.092297
-1,1,10.095766
-1,1,10.099819
-1,1,10.103117
-1,1,10.105943
-1,1,10.109117
-1,1,10.112727
-1,1,10.116282
-1,1,10.119688
-1,1,10.122535
-1,1,10.125786
-1,1,10.129674
-1,1,10.133002
-1,1,10.136311
-1,1,10.139119
-1,1,10.14228
-1,1,10.146221
-1,1,10.150386
-1,1,10.153256
-3,2,10.159191
-1,1,10.162875
-1,1,10.1663
-1,1,10.169629
-1,1,10.17279
-1,1,10.175666
-1,1,10.180208
-1,1,10.183356
-1,1,10.186749
-1,1,10.190108
-1,1,10.192957
-1,1,10.19778
-1,1,10.201154
-1,1,10.204223
-1,1,10.207256
-1,1,10.210081
-1,1,10.214739
-1,1,10.218248
-1,1,10.221603
-1,1,10.224467
-1,1,10.227363
-1,1,10.231866
-1,1,10.235251
-1,1,10.238619
-1,1,10.241597
-1,1,10.245234
-1,1,10.249483
-1,1,10.253502
-1,1,10.256424
-1,1,10.259233
-1,1,10.263548
-1,1,10.267347
-1,1,10.270916
-1,1,10.274236
-1,1,10.277941
-1,1,10.281703
-1,1,10.285594
-1,1,10.288647
-1,1,10.291476
-1,1,10.295104
-1,1,10.298933
-1,1,10.302767
-1,1,10.305645
-1,1,10.308447
-1,1,10.312287
-1,1,10.31601
-1,1,10.319481
-1,1,10.322857
-1,1,10.325976
-1,1,10.329926
-1,1,10.333739
-1,1,10.337182
-1,1,10.340039
-1,1,10.343343
-1,1,10.347958
-1,1,10.351372
-1,1,10.354879
-1,1,10.35813
-1,1,10.361525
-1,1,10.365937
-1,1,10.369056
-1,1,10.372516
-1,1,10.375974
-1,1,10.380625
-2,2,10.387556
-1,1,10.390707
-1,1,10.393507
-1,1,10.397958
-1,1,10.400918
-1,1,10.403709
-1,1,10.406805
-1,1,10.409613
-1,1,10.412737
-1,1,10.415763
-1,1,10.418621
-1,1,10.421441
-1,1,10.424375
-1,1,10.427131
-1,1,10.430106
-1,1,10.433197
-1,1,10.43602
-1,1,10.439403
-1,1,10.442375
-1,1,10.445121
-1,1,10.448321
-1,1,10.451106
-1,1,10.454264
-1,1,10.457253
-1,1,10.460335
-1,1,10.463836
-1,1,10.467576
-1,1,10.470662
-1,1,10.473475
-1,1,10.476223
-1,1,10.480879
-1,1,10.483887
-1,1,10.486859
-1,1,10.489653
-1,1,10.492413
-1,1,10.495343
-1,1,10.498306
-1,1,10.501126
-1,1,10.50408
-1,1,10.506874
-1,1,10.509632
-1,1,10.513013
-1,1,10.51861
-1,1,10.522363
-1,1,10.525368
-1,1,10.52877
-1,1,10.531709
-1,1,10.534606
-1,1,10.537415
-1,1,10.540156
-1,1,10.543207
-1,1,10.54656
-1,1,10.549527
-1,1,10.552781
-1,1,10.555801
-1,1,10.558983
-1,1,10.562637
-1,1,10.566414
-1,1,10.569666
-1,1,10.572689
-1,1,10.575663
-1,1,10.57845
-1,1,10.581197
-1,1,10.584114
-1,1,10.586971
-1,1,10.59003
-1,1,10.59315
-1,1,10.596432
-1,1,10.599488
-3,3,10.607823
-1,1,10.610641
-1,1,10.613391
-1,1,10.616332
-1,1,10.619117
-3,2,10.624954
-1,1,10.628144
-1,1,10.631116
-1,1,10.63414
-1,1,10.636949
-1,1,10.639896
-1,1,10.642761
-1,1,10.645521
-1,1,10.648672
-1,1,10.651604
-1,1,10.65444
-1,1,10.657414
-1,1,10.66029
-1,1,10.663722
-1,1,10.666719
-1,1,10.66949
-1,1,10.673525
-1,1,10.676942
-1,1,10.680599
-1,1,10.683834
-1,1,10.686889
-1,1,10.690112
-1,1,10.693065
-1,1,10.697561
-1,1,10.70052
-1,1,10.703278
-1,1,10.706261
-1,1,10.709225
-1,1,10.712491
-1,1,10.716311
-1,1,10.719266
-1,1,10.723387
-1,1,10.726163
-1,1,10.731217
-1,1,10.735061
-1,1,10.73804
-1,1,10.74091
-1,1,10.743719
-1,1,10.746665
-1,1,10.749598
-1,1,10.752548
-1,1,10.755793
-1,1,10.758637
-1,1,10.762562
-1,1,10.766024
-1,1,10.769151
-1,1,10.771988
-1,1,10.774749
-1,1,10.777666
-1,1,10.781832
-1,1,10.785004
-1,1,10.788014
-1,1,10.790926
-1,1,10.793956
-1,1,10.797036
-1,1,10.799843
-1,1,10.802804
-1,1,10.805592
-1,1,10.808354
-1,1,10.811617
-1,1,10.814525
-1,1,10.817727
-1,1,10.820807
-1,1,10.8242
-1,1,10.827185
-1,1,10.829966
-1,1,10.832883
-1,1,10.83651
-1,1,10.839295
-1,1,10.84218
-1,1,10.845143
-1,1,10.847933
-1,1,10.850859
-1,1,10.85364
-1,1,10.856378
-1,1,10.859303
-1,1,10.862619
-1,1,10.865481
-1,1,10.869425
-1,1,10.872281
-1,1,10.875485
-1,1,10.878759
-1,1,10.882281
-1,1,10.885116
-1,1,10.887868
-1,1,10.890749
-1,1,10.893635
-1,1,10.89654
-1,1,10.899517
-1,1,10.902364
-1,1,10.905162
-1,1,10.908173
-1,1,10.910994
-1,1,10.914121
-1,1,10.917186
-1,1,10.919953
-1,1,10.92291
-1,1,10.92573
-1,1,10.928477
-1,1,10.931463
-1,1,10.934257
-1,1,10.937094
-1,1,10.940721
-1,1,10.944048
-1,1,10.948085
-1,1,10.950934
-1,1,10.953713
-1,1,10.956706
-1,1,10.95951
-1,1,10.962268
-1,1,10.967846
-1,1,10.971845
-1,1,10.975153
-1,1,10.978976
-1,1,10.982064
-1,1,10.986365
-1,1,10.989526
-1,1,10.992327
-1,1,10.995634
-1,1,11.00098
-1,1,11.004041
-1,1,11.007042
-1,1,11.009803
-1,1,11.013425
-1,1,11.016326
-1,1,11.019157
-1,1,11.022111
-1,1,11.0249
-1,1,11.027647
-1,1,11.030871
-1,1,11.033682
-1,1,11.036627
-3,2,11.042379
-1,1,11.046351
-1,1,11.049237
-1,1,11.052053
-1,1,11.055046
-1,1,11.057814
-1,1,11.060889
-1,1,11.063984
-1,1,11.066784
-1,1,11.070058
-1,1,11.072929
-1,1,11.075699
-1,1,11.078649
-1,1,11.081446
-1,1,11.084196
-1,1,11.087222
-1,1,11.090236
-1,1,11.093503
-1,1,11.0968
-1,1,11.099829
-1,1,11.103597
-1,1,11.106991
-1,1,11.11048
-1,1,11.114013
-1,1,11.116975
-1,1,11.120278
-1,1,11.123251
-1,1,11.126472
-1,1,11.130913
-1,1,11.13409
-1,1,11.136995
-1,1,11.13976
-1,1,11.142961
-1,1,11.147244
-1,1,11.150671
-1,1,11.153696
-1,1,11.156484
-1,1,11.159587
-1,1,11.16339
-1,1,11.166894
-1,1,11.169721
-1,1,11.17247
-1,1,11.175571
-1,1,11.179976
-1,1,11.183622
-1,1,11.186598
-1,1,11.18936
-1,1,11.192628
-1,1,11.196724
-1,1,11.200252
-1,1,11.203061
-1,1,11.205894
-1,1,11.209078
-1,1,11.213119
-1,1,11.216836
-1,1,11.219644
-1,1,11.222567
-1,1,11.225554
-1,1,11.229552
-1,1,11.233401
-1,1,11.236271
-1,1,11.23938
-1,1,11.242325
-1,1,11.246442
-1,1,11.250225
-1,1,11.253268
-1,1,11.256719
-1,1,11.259891
-1,1,11.264692
-1,1,11.268247
-1,1,11.271707
-1,1,11.274688
-1,1,11.278037
-1,1,11.282297
-1,1,11.285432
-1,1,11.288784
-1,1,11.29186
-1,1,11.296428
-1,1,11.300469
-1,1,11.30428
-1,1,11.307184
-1,1,11.309962
-1,1,11.315155
-1,1,11.318053
-1,1,11.321219
-1,1,11.324054
-1,1,11.327132
-1,1,11.332222
-1,1,11.335222
-1,1,11.338749
-1,1,11.341632
-1,1,11.345612
-1,1,11.349783
-1,1,11.352958
-1,1,11.355866
-1,1,11.358637
-1,1,11.362988
-1,1,11.367043
-1,1,11.370224
-1,1,11.373027
-1,1,11.375774
-1,1,11.380942
-1,1,11.384411
-1,1,11.387676
-1,1,11.390463
-1,1,11.393763
-1,1,11.399041
-1,1,11.402369
-1,1,11.405169
-1,1,11.408271
-1,1,11.413085
-1,1,11.416863
-1,1,11.420067
-1,1,11.422854
-1,1,11.426071
-1,1,11.430826
-1,1,11.434744
-1,1,11.437559
-1,1,11.44033
-1,1,11.443956
-1,1,11.448868
-1,1,11.452085
-1,1,11.454881
-1,1,11.457952
-1,1,11.461398
-1,1,11.466443
-1,1,11.469325
-3,2,11.47502
-1,1,11.479243
-1,1,11.483606
-1,1,11.48647
-1,1,11.489476
-1,1,11.49227
-1,1,11.495534
-1,1,11.499802
-1,1,11.502619
-1,1,11.505902
-3,2,11.511515
-1,1,11.514669
-1,1,11.517468
-1,1,11.520292
-1,1,11.523908
-1,1,11.527558
-1,1,11.531907
-1,1,11.534812
-1,1,11.537982
-1,1,11.540791
-1,1,11.54355
-1,1,11.546742
-1,1,11.549543
-1,1,11.5523
-1,1,11.555259
-1,1,11.558037
-1,1,11.560984
-1,1,11.564319
-1,1,11.567131
-1,1,11.570129
-1,1,11.572923
-2,2,11.579441
-1,1,11.582242
-1,1,11.585315
-1,1,11.588192
-1,1,11.590963
-1,1,11.593935
-1,1,11.596753
-1,1,11.599505
-1,1,11.602512
-1,1,11.605335
-1,1,11.608181
-1,1,11.611161
-1,1,11.613947
-1,1,11.61669
-1,1,11.619653
-1,1,11.622441
-1,1,11.625247
-1,1,11.628839
-1,1,11.631713
-1,1,11.634915
-1,1,11.637967
-1,1,11.640767
-1,1,11.643739
-1,1,11.646829
-1,1,11.649775
-1,1,11.65284
-1,1,11.65569
-1,1,11.65876
-1,1,11.661646
-1,1,11.66449
-1,1,11.667495
-1,1,11.670449
-1,1,11.673237
-1,1,11.676219
-1,1,11.679265
-1,1,11.68213
-1,1,11.685152
-1,1,11.688124
-1,1,11.691159
-1,1,11.693978
-1,1,11.696751
-1,1,11.699929
-1,1,11.702717
-1,1,11.705469
-3,3,11.715621
-1,1,11.718442
-1,1,11.721201
-1,1,11.724217
-1,1,11.727008
-1,1,11.731455
-1,1,11.734532
-1,1,11.737761
-1,1,11.740815
-1,1,11.743629
-1,1,11.746381
-1,1,11.749954
-1,1,11.753392
-1,1,11.75642
-1,1,11.759216
-1,1,11.763576
-1,1,11.766857
-1,1,11.769649
-1,1,11.772795
-1,1,11.775828
-1,1,11.778991
-1,1,11.783216
-1,1,11.786105
-1,1,11.789116
-1,1,11.792281
-1,1,11.796271
-1,1,11.801024
-3,2,11.806844
-1,1,11.809664
-1,1,11.812713
-1,1,11.815636
-1,1,11.818454
-1,1,11.821802
-1,1,11.825041
-1,1,11.828861
-1,1,11.832028
-1,1,11.835047
-1,1,11.840924
-1,1,11.845828
-1,1,11.850716
-1,1,11.853717
-1,1,11.856616
-1,1,11.859631
-1,1,11.862441
-1,1,11.8652
-1,1,11.868045
-1,1,11.870816
-1,1,11.873546
-1,1,11.876279
-1,1,11.879008
-1,1,11.882033
-1,1,11.885768
-1,1,11.889708
-1,1,11.892765
-1,1,11.896645
-1,1,11.900325
-1,1,11.903958
-1,1,11.907558
-1,1,11.911224
-1,1,11.914949
-1,1,11.918412
-1,1,11.921279
-1,1,11.924142
-1,1,11.927127
-1,1,11.930345
-1,1,11.933397
-1,1,11.936216
-1,1,11.938969
-1,1,11.941708
-1,1,11.94445
-1,1,11.947487
-1,1,11.950274
-1,1,11.95302
-1,1,11.955765
-1,1,11.958499
-1,1,11.961718
-1,1,11.964617
-1,1,11.967388
-1,1,11.970139
-1,1,11.972881
-1,1,11.975618
-1,1,11.981834
-1,1,11.986015
-1,1,11.989297
-1,1,11.99264
-1,1,11.995769
-1,1,11.998918
-1,1,12.001869
-1,1,12.005457
-1,1,12.00892
-1,1,12.012385
-1,1,12.015389
-1,1,12.019279
-1,1,12.022506
-1,1,12.025611
-1,1,12.028634
-1,1,12.031944
-1,1,12.035003
-1,1,12.038027
-1,1,12.041037
-1,1,12.044385
-1,1,12.04751
-1,1,12.050384
-1,1,12.053406
-1,1,12.056288
-1,1,12.059126
-1,1,12.061953
-1,1,12.065076
-1,1,12.068031
-1,1,12.071212
-1,1,12.074121
-1,1,12.077702
-1,1,12.08078
-1,1,12.083663
-1,1,12.086909
-1,1,12.089824
-1,1,12.092675
-1,1,12.095501
-1,1,12.098344
-1,1,12.10154
-1,1,12.104474
-1,1,12.107344
-1,1,12.110185
-1,1,12.113458
-1,1,12.119762
-1,1,12.124263
-1,1,12.128165
-1,1,12.13183
-1,1,12.135418
-1,1,12.139061
-1,1,12.142459
-1,1,12.145887
-1,1,12.148968
-1,1,12.151873
-1,1,12.154721
-1,1,12.157552
-1,1,12.160545
-1,1,12.163671
-1,1,12.166681
-1,1,12.169531
-1,1,12.172372
-1,1,12.175746
-1,1,12.180277
-1,1,12.183478
-1,1,12.186571
-1,1,12.18943
-1,1,12.192321
-1,1,12.195554
-1,1,12.198502
-1,1,12.201346
-1,1,12.20417
-1,1,12.207063
-1,1,12.210043
-1,1,12.213598
-1,1,12.216527
-1,1,12.219415
-1,1,12.222373
-1,1,12.225645
-1,1,12.228591
-1,1,12.231433
-1,1,12.234261
-1,1,12.237101
-1,1,12.240128
-1,1,12.243045
-1,1,12.245932
-1,1,12.248783
-1,1,12.251609
-1,1,12.254616
-1,1,12.257886
-1,1,12.261296
-1,1,12.264391
-1,1,12.267284
-1,1,12.270817
-1,1,12.274178
-1,1,12.277568
-1,1,12.280848
-1,1,12.283814
-1,1,12.286677
-1,1,12.289852
-1,1,12.292738
-1,1,12.296097
-1,1,12.299074
-1,1,12.301984
-1,1,12.305048
-1,1,12.307952
-1,1,12.310798
-1,1,12.313624
-1,1,12.316448
-1,1,12.319543
-1,1,12.322455
-1,1,12.325316
-1,1,12.328601
-1,1,12.331618
-1,1,12.334517
-1,1,12.337366
-1,1,12.340201
-1,1,12.343318
-1,1,12.34631
-1,1,12.349174
-1,1,12.35541
-1,1,12.359665
-1,1,12.362923
-1,1,12.3663
-1,1,12.369379
-1,1,12.372234
-1,1,12.375118
-1,1,12.378302
-1,1,12.381622
-1,1,12.384842
-1,1,12.38794
-1,1,12.390911
-1,1,12.394219
-1,1,12.397337
-1,1,12.400285
-1,1,12.403227
-1,1,12.406164
-1,1,12.409095
-1,1,12.412278
-1,1,12.41522
-1,1,12.418286
-3,2,12.423945
-1,1,12.426803
-1,1,12.43222
-1,1,12.436
-1,1,12.439114
-1,1,12.442223
-1,1,12.446067
-1,1,12.449642
-1,1,12.452893
-1,1,12.455977
-1,1,12.45923
-1,1,12.462281
-1,1,12.46521
-1,1,12.468156
-1,1,12.471048
-1,1,12.474447
-1,1,12.480971
-1,1,12.484715
-1,1,12.487804
-1,1,12.490881
-1,1,12.493822
-1,1,12.49664
-1,1,12.499453
-1,1,12.502273
-1,1,12.505344
-1,1,12.508385
-1,1,12.511507
-1,1,12.514634
-1,1,12.517506
-1,1,12.520337
-1,1,12.523181
-1,1,12.526116
-1,1,12.529053
-1,1,12.532003
-1,1,12.534918
-1,1,12.538395
-1,1,12.541339
-1,1,12.544809
-1,1,12.548075
-1,1,12.551099
-1,1,12.554211
-1,1,12.557098
-1,1,12.559939
-1,1,12.562775
-1,1,12.565688
-1,1,12.568903
-1,1,12.571815
-1,1,12.574663
-1,1,12.577538
-1,1,12.582991
-1,1,12.587508
-1,1,12.591159
-1,1,12.594337
-1,1,12.59754
-1,1,12.600603
-1,1,12.60348
-1,1,12.606324
-1,1,12.60916
-1,1,12.612067
-1,1,12.614984
-1,1,12.617903
-1,1,12.621017
-1,1,12.623899
-1,1,12.626747
-1,1,12.629837
-1,1,12.632754
-1,1,12.635665
-1,1,12.638519
-1,1,12.641347
-1,1,12.644182
-1,1,12.647583
-1,1,12.650526
-1,1,12.653418
-1,1,12.656949
-1,1,12.660494
-1,1,12.66367
-1,1,12.666582
-1,1,12.669426
-1,1,12.67225
-1,1,12.675884
-1,1,12.679343
-1,1,12.682619
-1,1,12.685574
-1,1,12.688526
-1,1,12.691582
-1,1,12.694506
-1,1,12.697508
-1,1,12.700717
-1,1,12.70368
-1,1,12.706525
-1,1,12.70937
-1,1,12.712212
-1,1,12.715038
-1,1,12.718875
-1,1,12.722145
-1,1,12.725441
-1,1,12.72888
-1,1,12.731913
-1,1,12.735953
-1,1,12.739951
-1,1,12.743069
-1,1,12.746461
-1,1,12.749642
-1,1,12.752738
-1,1,12.755963
-1,1,12.759625
-1,1,12.763281
-1,1,12.766466
-1,1,12.769805
-1,1,12.772772
-1,1,12.775613
-1,1,12.778448
-1,1,12.781282
-1,1,12.784122
-3,2,12.790086
-1,1,12.792969
-1,1,12.796485
-1,1,12.799445
-1,1,12.802313
-1,1,12.805151
-1,1,12.807986
-1,1,12.811134
-1,1,12.814122
-1,1,12.81712
-1,1,12.820284
-1,1,12.823426
-1,1,12.826736
-1,1,12.829641
-1,1,12.832482
-1,1,12.836051
-1,1,12.839407
-1,1,12.842288
-1,1,12.845184
-1,1,12.84833
-1,1,12.851257
-1,1,12.854329
-1,1,12.857682
-1,1,12.862447
-1,1,12.866189
-1,1,12.869443
-1,1,12.872534
-1,1,12.875404
-1,1,12.878594
-1,1,12.881658
-1,1,12.884577
-1,1,12.887504
-1,1,12.89037
-1,1,12.893403
-1,1,12.896696
-1,1,12.899614
-1,1,12.902499
-1,1,12.906092
-1,1,12.909417
-1,1,12.91289
-1,1,12.915809
-1,1,12.918651
-1,1,12.921478
-1,1,12.924296
-1,1,12.927481
-1,1,12.930737
-1,1,12.933661
-3,3,12.942161
-1,1,12.945024
-1,1,12.947889
-1,1,12.950718
-1,1,12.9536
-1,1,12.956429
-1,1,12.959347
-1,1,12.96234
-1,1,12.965176
-1,1,12.968005
-1,1,12.971245
-1,1,12.974193
-1,1,12.977063
-1,1,12.980661
