# {"t_start": 1549866578.168112, "env_id": "graph-search-v0"} 
r,l,t
-1,1,3.681982
-1,1,3.685013
-1,1,3.687859
-1,1,3.691448
-1,1,3.694369
-1,1,3.697209
-1,1,3.700615
-1,1,3.70349
-1,1,3.706878
-1,1,3.709823
-1,1,3.712667
-1,1,3.716569
-1,1,3.719538
-1,1,3.723156
-1,1,3.726908
-1,1,3.730269
-1,1,3.733329
-1,1,3.736172
-1,1,3.739502
-1,1,3.742429
-1,1,3.745257
-1,1,3.748739
-1,1,3.751794
-1,1,3.755357
-1,1,3.758899
-1,1,3.761996
-1,1,3.765374
-1,1,3.768237
-1,1,3.771573
-1,1,3.77449
-1,1,3.777334
-1,1,3.780893
-1,1,3.784064
-1,1,3.787438
-1,1,3.790661
-1,1,3.793906
-1,1,3.797819
-1,1,3.800975
-1,1,3.804512
-1,1,3.807662
-1,1,3.813024
-1,1,3.816212
-1,1,3.819828
-1,1,3.822788
-1,1,3.826035
-1,1,3.829393
-1,1,3.832289
-1,1,3.835762
-1,1,3.839913
-1,1,3.844033
-1,1,3.848266
-1,1,3.852652
-1,1,3.855574
-1,1,3.859321
-1,1,3.86249
-1,1,3.865347
-1,1,3.86868
-1,1,3.871611
-1,1,3.87467
-1,1,3.878108
-1,1,3.881007
-1,1,3.8843
-1,1,3.887263
-1,1,3.890388
-1,1,3.894086
-1,1,3.89697
-1,1,3.900205
-1,1,3.903205
-1,1,3.906254
-1,1,3.910107
-1,1,3.913051
-1,1,3.916219
-1,1,3.91927
-1,1,3.922119
-1,1,3.925492
-1,1,3.928528
-1,1,3.931456
-1,1,3.934876
-1,1,3.939565
-1,1,3.943691
-1,1,3.947193
-1,1,3.950778
-1,1,3.954057
-3,2,3.960408
-1,1,3.963251
-1,1,3.966591
-1,1,3.969901
-1,1,3.97333
-1,1,3.976751
-1,1,3.979684
-1,1,3.983075
-1,1,3.98597
-1,1,3.990072
-1,1,3.993536
-1,1,3.997119
-1,1,4.002098
-1,1,4.005604
-1,1,4.010677
-1,1,4.015756
-1,1,4.018591
-1,1,4.021789
-1,1,4.024637
-1,1,4.027838
-1,1,4.031366
-1,1,4.034217
-1,1,4.037133
-1,1,4.040334
-1,1,4.043385
-1,1,4.046563
-1,1,4.0496
-1,1,4.052397
-1,1,4.055598
-1,1,4.058376
-1,1,4.06125
-1,1,4.06408
-1,1,4.066821
-1,1,4.06973
-1,1,4.072545
-1,1,4.075294
-1,1,4.078219
-1,1,4.081078
-1,1,4.083887
-1,1,4.086895
-1,1,4.089704
-1,1,4.09273
-1,1,4.095718
-1,1,4.098739
-1,1,4.10166
-1,1,4.104457
-1,1,4.107822
-1,1,4.110891
-1,1,4.113765
-1,1,4.116613
-1,1,4.119647
-1,1,4.122567
-1,1,4.125884
-1,1,4.128745
-1,1,4.131501
-1,1,4.1344
-1,1,4.137196
-1,1,4.139941
-1,1,4.142968
-1,1,4.145769
-1,1,4.148569
-1,1,4.151542
-1,1,4.154513
-1,1,4.157772
-1,1,4.160932
-1,1,4.163724
-1,1,4.166766
-1,1,4.1696
-1,1,4.172349
-1,1,4.175299
-1,1,4.178134
-1,1,4.181049
-1,1,4.184095
-1,1,4.187431
-1,1,4.190524
-1,1,4.194044
-1,1,4.197216
-1,1,4.200457
-1,1,4.203283
-1,1,4.206033
-1,1,4.209193
-1,1,4.211966
-1,1,4.214752
-1,1,4.218166
-1,1,4.220957
-1,1,4.224409
-1,1,4.227298
-1,1,4.230059
-1,1,4.23305
-1,1,4.23583
-1,1,4.238581
-1,1,4.241613
-77,41,4.367052
-1,1,4.370406
-1,1,4.37391
-1,1,4.377695
-1,1,4.38071
-1,1,4.383565
-1,1,4.386961
-1,1,4.390306
-1,1,4.39374
-1,1,4.396965
-1,1,4.400328
-1,1,4.404276
-1,1,4.407464
-3,2,4.414015
-1,1,4.416868
-1,1,4.420287
-1,1,4.423154
-1,1,4.427145
-1,1,4.43064
-1,1,4.43416
-1,1,4.439036
-1,1,4.445027
-1,1,4.448777
-1,1,4.452262
-1,1,4.455143
-1,1,4.458373
-1,1,4.46124
-1,1,4.464019
-1,1,4.467382
-1,1,4.470221
-1,1,4.473287
-1,1,4.47726
-1,1,4.480297
-1,1,4.483503
-1,1,4.486305
-1,1,4.48906
-1,1,4.492259
-1,1,4.495062
-1,1,4.498306
-1,1,4.501296
-1,1,4.504139
-1,1,4.508313
-1,1,4.51128
-1,1,4.514675
-1,1,4.517816
-1,1,4.520673
-1,1,4.523858
-1,1,4.526667
-1,1,4.529656
-1,1,4.532878
-1,1,4.535662
-1,1,4.539201
-1,1,4.542615
-1,1,4.545471
-1,1,4.548696
-1,1,4.551487
-1,1,4.55428
-1,1,4.557468
-1,1,4.56043
-1,1,4.563684
-1,1,4.566522
-1,1,4.569274
-1,1,4.572481
-1,1,4.575749
-1,1,4.578615
-1,1,4.58183
-1,1,4.584611
-1,1,4.587768
-1,1,4.590779
-1,1,4.593607
-1,1,4.596751
-1,1,4.599567
-1,1,4.602349
-1,1,4.605553
-1,1,4.608761
-1,1,4.612181
-1,1,4.61535
-1,1,4.61838
-1,1,4.62175
-1,1,4.624953
-1,1,4.628375
-1,1,4.631419
-1,1,4.634174
-1,1,4.637347
-1,1,4.640194
-1,1,4.643055
-1,1,4.646137
-1,1,4.648936
-1,1,4.652122
-1,1,4.65498
-1,1,4.658322
-1,1,4.661563
-1,1,4.664354
-1,1,4.667198
-1,1,4.670555
-1,1,4.673346
-1,1,4.676558
-1,1,4.679413
-1,1,4.682201
-1,1,4.686214
-1,1,4.68917
-1,1,4.692319
-1,1,4.6954
-1,1,4.698441
-1,1,4.701376
-1,1,4.704164
-1,1,4.706918
-1,1,4.710151
-1,1,4.713097
-1,1,4.71686
-1,1,4.719822
-1,1,4.72262
-1,1,4.725892
-1,1,4.728807
-1,1,4.731578
-1,1,4.734799
-1,1,4.737603
-1,1,4.74044
-1,1,4.743285
-1,1,4.746661
-1,1,4.750022
-1,1,4.752941
-1,1,4.757483
-1,1,4.762219
-1,1,4.76549
-1,1,4.768272
-1,1,4.771038
-1,1,4.773977
-1,1,4.776865
-1,1,4.779686
-1,1,4.782719
-1,1,4.785528
-1,1,4.78837
-2,2,4.794178
-1,1,4.797305
-1,1,4.801266
-1,1,4.8042
-1,1,4.80791
-1,1,4.811502
-1,1,4.814722
-1,1,4.817579
-1,1,4.820326
-1,1,4.823621
-1,1,4.826903
-3,2,4.832642
-1,1,4.835411
-1,1,4.839156
-1,1,4.842826
-1,1,4.846351
-1,1,4.849412
-1,1,4.852442
-3,2,4.858184
-1,1,4.861047
-1,1,4.86409
-1,1,4.866848
-1,1,4.870083
-1,1,4.872946
-1,1,4.87638
-1,1,4.879454
-1,1,4.882403
-1,1,4.885167
-1,1,4.888178
-1,1,4.89096
-1,1,4.893898
-1,1,4.896721
-1,1,4.899525
-1,1,4.902576
-1,1,4.905397
-1,1,4.908143
-1,1,4.911069
-1,1,4.913958
-1,1,4.916704
-1,1,4.919625
-1,1,4.922394
-1,1,4.92517
-1,1,4.92828
-1,1,4.93158
-1,1,4.934672
-1,1,4.937459
-3,2,4.943481
-1,1,4.946614
-1,1,4.949925
-1,1,4.952839
-1,1,4.955877
-1,1,4.958755
-1,1,4.961889
-1,1,4.964689
-1,1,4.967438
-1,1,4.970188
-1,1,4.972969
-1,1,4.976198
-1,1,4.979086
-1,1,4.981942
-1,1,4.984726
-1,1,4.987534
-1,1,4.990339
-1,1,4.993417
-1,1,4.996231
-1,1,4.998975
-3,2,5.004454
-3,2,5.0104
-1,1,5.013401
-1,1,5.016177
-1,1,5.018919
-1,1,5.021661
-1,1,5.024509
-1,1,5.027852
-1,1,5.031323
-1,1,5.034408
-1,1,5.037169
-1,1,5.039914
-1,1,5.042657
-1,1,5.045434
-1,1,5.048797
-1,1,5.051818
-1,1,5.055498
-1,1,5.059498
-1,1,5.062397
-1,1,5.06658
-1,1,5.070627
-1,1,5.074045
-1,1,5.078756
-1,1,5.082154
-1,1,5.085343
-1,1,5.088655
-1,1,5.093895
-1,1,5.098688
-1,1,5.10199
-1,1,5.105244
-1,1,5.109194
-1,1,5.112473
-1,1,5.117711
-1,1,5.12069
-1,1,5.124211
-1,1,5.128056
-1,1,5.13368
-1,1,5.136758
-1,1,5.139943
-1,1,5.142831
-1,1,5.146184
-1,1,5.149392
-1,1,5.152373
-1,1,5.156978
-1,1,5.162397
-1,1,5.165366
-1,1,5.168136
-1,1,5.171434
-1,1,5.174951
-1,1,5.178578
-1,1,5.181509
-1,1,5.184707
-1,1,5.188043
-3,3,5.197908
-1,1,5.200892
-1,1,5.205456
-1,1,5.210467
-1,1,5.214229
-1,1,5.21708
-1,1,5.220277
-1,1,5.223075
-1,1,5.226837
-1,1,5.229761
-1,1,5.232672
-1,1,5.235859
-1,1,5.23894
-1,1,5.242535
-1,1,5.24549
-1,1,5.248783
-1,1,5.252245
-1,1,5.255417
-1,1,5.258705
-1,1,5.261599
-1,1,5.264361
-1,1,5.267273
-1,1,5.270275
-1,1,5.273272
-1,1,5.276411
-1,1,5.279219
-1,1,5.282185
-1,1,5.285112
-1,1,5.288042
-1,1,5.291004
-1,1,5.29382
-1,1,5.296571
-1,1,5.299557
-1,1,5.302539
-1,1,5.305341
-1,1,5.308882
-1,1,5.311677
-1,1,5.31447
-1,1,5.317463
-1,1,5.320219
-1,1,5.323052
-1,1,5.325977
-1,1,5.328743
-1,1,5.331842
-1,1,5.334664
-1,1,5.33741
-1,1,5.341396
-1,1,5.34441
-1,1,5.347572
-1,1,5.350527
-1,1,5.353328
-1,1,5.356559
-1,1,5.35937
-1,1,5.362132
-1,1,5.365501
-1,1,5.368585
-1,1,5.37181
-1,1,5.375199
-1,1,5.378211
-1,1,5.381498
-1,1,5.384307
-1,1,5.387061
-1,1,5.390394
-1,1,5.393234
-1,1,5.396386
-1,1,5.399276
-1,1,5.402032
-1,1,5.405631
-1,1,5.409688
-1,1,5.412957
-1,1,5.415818
-1,1,5.418575
-1,1,5.421844
-1,1,5.425695
-1,1,5.431012
-1,1,5.433877
-1,1,5.436996
-1,1,5.439852
-1,1,5.443085
-1,1,5.446321
-1,1,5.44924
-1,1,5.452051
-1,1,5.455515
-1,1,5.458513
-1,1,5.462324
-1,1,5.466368
-3,3,5.476746
-1,1,5.480884
-1,1,5.483678
-1,1,5.486623
-1,1,5.48941
-1,1,5.492174
-1,1,5.49563
-1,1,5.498407
-1,1,5.501498
-1,1,5.50437
-1,1,5.508116
-1,1,5.511351
-1,1,5.514149
-1,1,5.51701
-1,1,5.51994
-1,1,5.522708
-1,1,5.525726
-1,1,5.528546
-1,1,5.531296
-1,1,5.534319
-1,1,5.537106
-1,1,5.539859
-1,1,5.542904
-1,1,5.545691
-1,1,5.548434
-1,1,5.551414
-1,1,5.554275
-1,1,5.558179
-1,1,5.561138
-1,1,5.563914
-1,1,5.566807
-1,1,5.569599
-1,1,5.572346
-1,1,5.575294
-1,1,5.578081
-1,1,5.580839
-1,1,5.583765
-1,1,5.586714
-1,1,5.589657
-1,1,5.593029
-1,1,5.595865
-1,1,5.598945
-1,1,5.601776
-1,1,5.604531
-1,1,5.607526
-2,2,5.613001
-1,1,5.615948
-1,1,5.618908
-1,1,5.62175
-1,1,5.625135
-1,1,5.627957
-1,1,5.630991
-1,1,5.633791
-1,1,5.636545
-1,1,5.639509
-1,1,5.642299
-1,1,5.64505
-1,1,5.648108
-1,1,5.650903
-1,1,5.653663
-1,1,5.656599
-1,1,5.659609
-1,1,5.662484
-1,1,5.665355
-1,1,5.668096
-1,1,5.671094
-1,1,5.673883
-1,1,5.676624
-1,1,5.679691
-1,1,5.682774
-1,1,5.685608
-1,1,5.688498
-1,1,5.691727
-1,1,5.694524
-1,1,5.697518
-1,1,5.700298
-1,1,5.703207
-1,1,5.706026
-1,1,5.708796
-1,1,5.711888
-1,1,5.715203
-1,1,5.718521
-1,1,5.722646
-1,1,5.727076
-1,1,5.730994
-1,1,5.734011
-1,1,5.736988
-1,1,5.739793
-1,1,5.743299
-1,1,5.746414
-1,1,5.74942
-1,1,5.752395
-1,1,5.756037
-1,1,5.759845
-1,1,5.762765
-1,1,5.765752
-1,1,5.769075
-1,1,5.77218
-1,1,5.774985
-1,1,5.777987
-1,1,5.781231
-1,1,5.784657
-1,1,5.787781
-1,1,5.791066
-1,1,5.794471
-1,1,5.797279
-1,1,5.800169
-1,1,5.803654
-3,3,5.813065
-1,1,5.816557
-1,1,5.819584
-1,1,5.823166
-1,1,5.827151
-2,2,5.833704
-1,1,5.836781
-1,1,5.841375
-1,1,5.844845
-1,1,5.848784
-1,1,5.853023
-1,1,5.8559
-1,1,5.858898
-1,1,5.86218
-1,1,5.865557
-1,1,5.868535
-3,3,5.878263
-1,1,5.881368
-4,4,5.89371
-1,1,5.897051
-1,1,5.900155
-1,1,5.903095
-1,1,5.906102
-1,1,5.908903
-1,1,5.911661
-1,1,5.914646
-1,1,5.917445
-1,1,5.9202
-1,1,5.923157
-1,1,5.926112
-1,1,5.92898
-1,1,5.931978
-1,1,5.934752
-1,1,5.937672
-1,1,5.940735
-1,1,5.943643
-1,1,5.946794
-1,1,5.949694
-1,1,5.952552
-1,1,5.955604
-1,1,5.958904
-1,1,5.962043
-1,1,5.965743
-1,1,5.969094
-1,1,5.972353
-1,1,5.975173
-1,1,5.978086
-1,1,5.980994
-1,1,5.983781
-1,1,5.986862
-1,1,5.989695
-1,1,5.992814
-1,1,5.995894
-1,1,5.998702
-1,1,6.00151
-1,1,6.004492
-1,1,6.007275
-1,1,6.010204
-1,1,6.01301
-1,1,6.015757
-3,2,6.021436
-1,1,6.024459
-1,1,6.027397
-1,1,6.030268
-1,1,6.033064
-1,1,6.036088
-1,1,6.039082
-1,1,6.041912
-1,1,6.044905
-1,1,6.047837
-1,1,6.050758
-1,1,6.05358
-1,1,6.056418
-1,1,6.059909
-1,1,6.063434
-1,1,6.06629
-1,1,6.069141
-1,1,6.071892
-1,1,6.076821
-1,1,6.079985
-1,1,6.082911
-1,1,6.085709
-1,1,6.088481
-1,1,6.09187
-1,1,6.094722
-1,1,6.097477
-1,1,6.100473
-1,1,6.103258
-1,1,6.106061
-1,1,6.109397
-1,1,6.112227
-1,1,6.115035
-1,1,6.117949
-1,1,6.120699
-1,1,6.124063
-1,1,6.126964
-1,1,6.12974
-1,1,6.132735
-1,1,6.135534
-1,1,6.138293
-1,1,6.141318
-1,1,6.144101
-1,1,6.146852
-1,1,6.14984
-1,1,6.152609
-1,1,6.155409
-1,1,6.158257
-1,1,6.161015
-1,1,6.163956
-1,1,6.166766
-1,1,6.169507
-1,1,6.17274
-1,1,6.176014
-1,1,6.17906
-1,1,6.18261
-1,1,6.185579
-1,1,6.188477
-1,1,6.191267
-1,1,6.194016
-1,1,6.197019
-1,1,6.199816
-1,1,6.202717
-1,1,6.205882
-1,1,6.209163
-1,1,6.212136
-1,1,6.215062
-1,1,6.217815
-1,1,6.220652
-1,1,6.223405
-1,1,6.226133
-1,1,6.229055
-1,1,6.231847
-1,1,6.234672
-1,1,6.238015
-1,1,6.241054
-1,1,6.244029
-1,1,6.247231
-1,1,6.250045
-1,1,6.252987
-1,1,6.255873
-1,1,6.258746
-1,1,6.261678
-1,1,6.264775
-1,1,6.267573
-2,2,6.273796
-1,1,6.277055
-1,1,6.279902
-1,1,6.282658
-1,1,6.28647
-1,1,6.289524
-1,1,6.292751
-1,1,6.296032
-1,1,6.299016
-1,1,6.302166
-1,1,6.305079
-1,1,6.308938
-1,1,6.311934
-1,1,6.314815
-1,1,6.317915
-1,1,6.320913
-1,1,6.323823
-1,1,6.327307
-1,1,6.330261
-1,1,6.333157
-1,1,6.336344
-1,1,6.339273
-1,1,6.342748
-1,1,6.345685
-1,1,6.348529
-1,1,6.351657
-1,1,6.354555
-1,1,6.357867
-1,1,6.361299
-1,1,6.365258
-1,1,6.368435
-1,1,6.371404
-1,1,6.375683
-1,1,6.379277
-1,1,6.382417
-1,1,6.385348
-1,1,6.388637
-1,1,6.392411
-1,1,6.39593
-1,1,6.399465
-1,1,6.40264
-1,1,6.405986
-1,1,6.409241
-1,1,6.412153
-1,1,6.415276
-1,1,6.41823
-1,1,6.421376
-1,1,6.424935
-1,1,6.427885
-1,1,6.431166
-1,1,6.434091
-1,1,6.436938
-1,1,6.44005
-1,1,6.442945
-3,3,6.451976
-1,1,6.455237
-1,1,6.45878
-1,1,6.461722
-1,1,6.46516
-1,1,6.468068
-1,1,6.471089
-1,1,6.474108
-1,1,6.476978
-1,1,6.48013
-1,1,6.483097
-1,1,6.485945
-1,1,6.489206
-1,1,6.492106
-1,1,6.49558
-1,1,6.498654
-1,1,6.501533
-1,1,6.50493
-1,1,6.507876
-1,1,6.511084
-1,1,6.51409
-1,1,6.516945
-1,1,6.520102
-1,1,6.523008
-1,1,6.526436
-1,1,6.529612
-1,1,6.532564
-1,1,6.535666
-1,1,6.538647
-1,1,6.541872
-1,1,6.545015
-1,1,6.54791
-1,1,6.550744
-1,1,6.553908
-1,1,6.55683
-1,1,6.560331
-1,1,6.563272
-1,1,6.566135
-1,1,6.569252
-1,1,6.57215
-1,1,6.575419
-1,1,6.578525
-1,1,6.581388
-1,1,6.58449
-1,1,6.587384
-1,1,6.590478
-1,1,6.593765
-1,1,6.596705
-1,1,6.600001
-1,1,6.603007
-1,1,6.605933
-1,1,6.609005
-1,1,6.611889
-1,1,6.614728
-1,1,6.617747
-1,1,6.620659
-1,1,6.623543
-1,1,6.62651
-1,1,6.629355
-1,1,6.632485
-1,1,6.635754
-1,1,6.638652
-1,1,6.642249
-1,1,6.645505
-1,1,6.648614
-1,1,6.651588
-1,1,6.654448
-1,1,6.657511
-1,1,6.660432
-1,1,6.663267
-1,1,6.666556
-1,1,6.669464
-1,1,6.672384
-1,1,6.675897
-1,1,6.678887
-1,1,6.682229
-1,1,6.685156
-1,1,6.688003
-1,1,6.691312
-1,1,6.69472
-1,1,6.698427
-1,1,6.701581
-1,1,6.70468
-3,3,6.715007
-1,1,6.718192
-1,1,6.721333
-1,1,6.724266
-1,1,6.727386
-1,1,6.730622
-1,1,6.733598
-1,1,6.736439
-1,1,6.739472
-1,1,6.742335
-1,1,6.745205
-1,1,6.748296
-1,1,6.751164
-1,1,6.754283
-1,1,6.757195
-1,1,6.760344
-1,1,6.763507
-1,1,6.766537
-1,1,6.769459
-1,1,6.772587
-1,1,6.7761
-1,1,6.779614
-1,1,6.782779
-1,1,6.785861
-1,1,6.789208
-1,1,6.792483
-1,1,6.795736
-1,1,6.798652
-1,1,6.801541
-1,1,6.804649
-1,1,6.807662
-1,1,6.810957
-1,1,6.813956
-1,1,6.816809
-1,1,6.820108
-1,1,6.823167
-1,1,6.826734
-1,1,6.82973
-1,1,6.832828
-1,1,6.836646
-1,1,6.839542
-1,1,6.842703
-1,1,6.845662
-1,1,6.848513
-1,1,6.851622
-1,1,6.854594
-1,1,6.857697
-1,1,6.860908
-1,1,6.863802
-1,1,6.866889
-1,1,6.869826
-1,1,6.872681
-1,1,6.87581
-1,1,6.878707
-1,1,6.881566
-1,1,6.884911
-1,1,6.887792
-1,1,6.891198
-1,1,6.894302
-1,1,6.897266
-1,1,6.900379
-1,1,6.903282
-1,1,6.906135
-1,1,6.909257
-1,1,6.912354
-1,1,6.91581
-1,1,6.918754
-1,1,6.921751
-1,1,6.925594
-1,1,6.928554
-1,1,6.931906
-1,1,6.934915
-1,1,6.937766
-1,1,6.941363
-1,1,6.944476
-1,1,6.947811
-1,1,6.950939
-1,1,6.953801
-1,1,6.957208
-1,1,6.960694
-1,1,6.964394
-1,1,6.967391
-1,1,6.970247
-1,1,6.97368
-1,1,6.976681
-3,2,6.983087
-1,1,6.985963
-1,1,6.990216
-1,1,6.995358
-1,1,6.998949
-1,1,7.00403
-1,1,7.008272
-2,2,7.017143
-1,1,7.020308
-1,1,7.023307
-1,1,7.026092
-1,1,7.030132
-1,1,7.033218
-1,1,7.036574
-1,1,7.040872
-1,1,7.046135
-1,1,7.049114
-1,1,7.051911
-1,1,7.055084
-1,1,7.057857
-1,1,7.060891
-1,1,7.06381
-1,1,7.066568
-1,1,7.069851
-1,1,7.073031
-1,1,7.077072
-1,1,7.081179
-1,1,7.084028
-1,1,7.087195
-1,1,7.090096
-1,1,7.095747
-1,1,7.098668
-1,1,7.102103
-1,1,7.104916
-1,1,7.107661
-1,1,7.111079
-1,1,7.114179
-1,1,7.117612
-1,1,7.121805
-1,1,7.126156
-1,1,7.130624
-1,1,7.133954
-1,1,7.136839
-1,1,7.13961
-1,1,7.143233
-1,1,7.146105
-1,1,7.148892
-1,1,7.152094
-1,1,7.154974
-1,1,7.158087
-2,2,7.164255
-1,1,7.168743
-1,1,7.171656
-1,1,7.176319
-1,1,7.180659
-1,1,7.183841
-1,1,7.18662
-1,1,7.18936
-1,1,7.192704
-1,1,7.195766
-1,1,7.199137
-1,1,7.203369
-1,1,7.206649
-1,1,7.211634
-1,1,7.215346
-1,1,7.219595
-1,1,7.222886
-1,1,7.226663
-1,1,7.230877
-1,1,7.234949
-1,1,7.237779
-1,1,7.241873
-210,107,7.588772
-1,1,7.592289
-1,1,7.595384
-1,1,7.598188
-1,1,7.600934
-1,1,7.603929
-1,1,7.606944
-1,1,7.610257
-1,1,7.613607
-1,1,7.616642
-1,1,7.619637
-1,1,7.622425
-1,1,7.625172
-1,1,7.628169
-1,1,7.630958
-1,1,7.633708
-1,1,7.63677
-1,1,7.640372
-1,1,7.64375
-1,1,7.646694
-1,1,7.649499
-1,1,7.652457
-1,1,7.655247
-1,1,7.658346
-1,1,7.661324
-1,1,7.664092
-1,1,7.667156
-1,1,7.670194
-1,1,7.672984
-1,1,7.676513
-1,1,7.67935
-1,1,7.682212
-1,1,7.685505
-1,1,7.688335
-1,1,7.691296
-1,1,7.694333
-1,1,7.697157
-1,1,7.7002
-1,1,7.703039
-1,1,7.706009
-1,1,7.709286
-1,1,7.712123
-1,1,7.715456
-1,1,7.718305
-1,1,7.72109
-1,1,7.723921
-1,1,7.726679
-1,1,7.729416
-1,1,7.734828
-1,1,7.739405
-1,1,7.742741
-1,1,7.745819
-1,1,7.748927
-1,1,7.751795
-1,1,7.754771
-1,1,7.757665
-1,1,7.760493
-1,1,7.763613
-1,1,7.766725
-1,1,7.769638
-1,1,7.772491
-1,1,7.775707
-1,1,7.7787
-1,1,7.781587
-1,1,7.784507
-1,1,7.787409
-1,1,7.790443
-2,2,7.796468
-1,1,7.799329
-1,1,7.802158
-1,1,7.804986
-1,1,7.808133
-1,1,7.811369
-1,1,7.815323
-1,1,7.819254
-1,1,7.822431
-1,1,7.826361
-1,1,7.829385
-1,1,7.832233
-3,2,7.839208
-1,1,7.843237
-1,1,7.847406
-1,1,7.852025
-1,1,7.85515
-1,1,7.858913
-1,1,7.862311
-1,1,7.865577
-1,1,7.868974
-1,1,7.872137
-1,1,7.875116
-1,1,7.878291
-1,1,7.881165
-1,1,7.884213
-1,1,7.88738
-1,1,7.89033
-1,1,7.893842
-3,3,7.902656
-1,1,7.905527
-1,1,7.908623
-1,1,7.911686
-1,1,7.914581
-1,1,7.917653
-1,1,7.920749
-1,1,7.924639
-1,1,7.92815
-1,1,7.931678
-1,1,7.935357
-1,1,7.938357
-1,1,7.941766
-1,1,7.944707
-1,1,7.947641
-1,1,7.951209
-1,1,7.954115
-1,1,7.957851
-1,1,7.961045
-1,1,7.964467
-1,1,7.967881
-1,1,7.97076
-1,1,7.974146
-1,1,7.977103
-1,1,7.980007
-1,1,7.983396
-1,1,7.986282
-1,1,7.989983
-1,1,7.992986
-1,1,7.995864
-1,1,7.999419
-1,1,8.002634
-1,1,8.006256
-1,1,8.009192
-1,1,8.012717
-1,1,8.016023
-101,52,8.179403
-1,1,8.183017
-1,1,8.186101
-1,1,8.188973
-1,1,8.192109
-1,1,8.195095
-1,1,8.198738
-1,1,8.202218
-1,1,8.205344
-1,1,8.210399
-1,1,8.216199
-1,1,8.219843
-1,1,8.222825
-1,1,8.225831
-1,1,8.22866
-1,1,8.23164
-1,1,8.23452
-1,1,8.237308
-1,1,8.240501
-1,1,8.24334
-1,1,8.246762
-1,1,8.249805
-1,1,8.252686
-1,1,8.256361
-1,1,8.260574
-1,1,8.265007
-1,1,8.268297
-1,1,8.271825
-1,1,8.275221
-1,1,8.278561
-1,1,8.281787
-1,1,8.284958
-1,1,8.287994
-1,1,8.290846
-1,1,8.293629
-1,1,8.296838
-1,1,8.299657
-1,1,8.302713
-1,1,8.305684
-1,1,8.308487
-1,1,8.312012
-1,1,8.314978
-1,1,8.317841
-1,1,8.32093
-3,2,8.326773
-1,1,8.329867
-1,1,8.33285
-1,1,8.335643
-1,1,8.338578
-1,1,8.34137
-1,1,8.344643
-1,1,8.348225
-1,1,8.351395
-1,1,8.354482
-1,1,8.357283
-1,1,8.360041
-1,1,8.363598
-1,1,8.366646
-1,1,8.36964
-1,1,8.372441
-1,1,8.375356
-1,1,8.378696
-1,1,8.381866
-1,1,8.384661
-1,1,8.387617
-1,1,8.390376
-1,1,8.393331
-1,1,8.396208
-1,1,8.39898
-1,1,8.40207
-1,1,8.404878
-1,1,8.407636
-1,1,8.410808
-1,1,8.413642
-1,1,8.416415
-1,1,8.419429
-1,1,8.422241
-1,1,8.425412
-1,1,8.42884
-1,1,8.431997
-1,1,8.435607
-1,1,8.438885
-1,1,8.441936
