# {"t_start": 1549913439.040677, "env_id": "graph-search-v0"} 
r,l,t
-1,1,3.061068
-1,1,3.063451
-1,1,3.065755
-1,1,3.068498
-1,1,3.070983
-1,1,3.073426
-1,1,3.077192
-1,1,3.079551
-1,1,3.081867
-1,1,3.084537
-1,1,3.087914
-1,1,3.09035
-1,1,3.093394
-1,1,3.096056
-1,1,3.098396
-1,1,3.100693
-1,1,3.103202
-1,1,3.105527
-1,1,3.107815
-1,1,3.111218
-1,1,3.113942
-1,1,3.116321
-1,1,3.119151
-1,1,3.121517
-1,1,3.12424
-1,1,3.128262
-1,1,3.132212
-1,1,3.136341
-1,1,3.138703
-1,1,3.141003
-1,1,3.144522
-1,1,3.148993
-1,1,3.152379
-1,1,3.154751
-1,1,3.157056
-1,1,3.159998
-1,1,3.163293
-1,1,3.166409
-1,1,3.169508
-1,1,3.17188
-1,1,3.174749
-1,1,3.177919
-1,1,3.184208
-1,1,3.187194
-1,1,3.190667
-1,1,3.195185
-1,1,3.199822
-1,1,3.202594
-1,1,3.204938
-1,1,3.207914
-1,1,3.211592
-1,1,3.215838
-1,1,3.218931
-1,1,3.221404
-1,1,3.224316
-1,1,3.226998
-1,1,3.230423
-1,1,3.233803
-1,1,3.236212
-1,1,3.238777
-1,1,3.241881
-1,1,3.245626
-1,1,3.251076
-1,1,3.253589
-1,1,3.257552
-1,1,3.261221
-1,1,3.266773
-1,1,3.269739
-1,1,3.272624
-1,1,3.275275
-1,1,3.279222
-1,1,3.282504
-1,1,3.285667
-1,1,3.288549
-1,1,3.290952
-1,1,3.294675
-1,1,3.298471
-1,1,3.301765
-1,1,3.304505
-1,1,3.307008
-1,1,3.309618
-1,1,3.314535
-1,1,3.317384
-1,1,3.32037
-1,1,3.323806
-1,1,3.326683
-1,1,3.330246
-1,1,3.332739
-1,1,3.335228
-1,1,3.337976
-1,1,3.340581
-1,1,3.343021
-1,1,3.345722
-1,1,3.348207
-1,1,3.350547
-1,1,3.353447
-1,1,3.355823
-1,1,3.358241
-1,1,3.361094
-1,1,3.363493
-1,1,3.366117
-1,1,3.368943
-1,1,3.371311
-1,1,3.373608
-1,1,3.376787
-1,1,3.379293
-1,1,3.381814
-1,1,3.385525
-2,2,3.390091
-1,1,3.39274
-1,1,3.396225
-1,1,3.399147
-1,1,3.401806
-1,1,3.40432
-1,1,3.406677
-1,1,3.40992
-1,1,3.412567
-1,1,3.415092
-1,1,3.417558
-1,1,3.41983
-1,1,3.422384
-1,1,3.424931
-1,1,3.427364
-1,1,3.429777
-1,1,3.432716
-1,1,3.435256
-1,1,3.437709
-1,1,3.441163
-1,1,3.444754
-1,1,3.44713
-1,1,3.449592
-1,1,3.451968
-1,1,3.454273
-1,1,3.456555
-1,1,3.459261
-1,1,3.461957
-1,1,3.46444
-1,1,3.466792
-1,1,3.469097
-1,1,3.47158
-1,1,3.47435
-1,1,3.476876
-1,1,3.480138
-1,1,3.482698
-1,1,3.485512
-1,1,3.488434
-1,1,3.490955
-1,1,3.494571
-1,1,3.497347
-1,1,3.499819
-1,1,3.502695
-1,1,3.505602
-1,1,3.507979
-1,1,3.51117
-1,1,3.51412
-1,1,3.516549
-1,1,3.51892
-1,1,3.521596
-1,1,3.524205
-1,1,3.526968
-1,1,3.530219
-1,1,3.532942
-1,1,3.535341
-1,1,3.538222
-1,1,3.540817
-1,1,3.54339
-1,1,3.547658
-1,1,3.550416
-1,1,3.553105
-1,1,3.556184
-1,1,3.558827
-1,1,3.56252
-1,1,3.565187
-1,1,3.56792
-1,1,3.570783
-1,1,3.573135
-3,2,3.578399
-1,1,3.580791
-1,1,3.583582
-1,1,3.586503
-1,1,3.58903
-1,1,3.591411
-1,1,3.594672
-1,1,3.597256
-1,1,3.600202
-1,1,3.604132
-1,1,3.607118
-1,1,3.609975
-1,1,3.613716
-1,1,3.61662
-1,1,3.61975
-1,1,3.622147
-1,1,3.624564
-1,1,3.627492
-1,1,3.629867
-1,1,3.632251
-1,1,3.635371
-1,1,3.637734
-1,1,3.640035
-1,1,3.642853
-1,1,3.645433
-1,1,3.648183
-1,1,3.651272
-1,1,3.653765
-1,1,3.656504
-1,1,3.65969
-1,1,3.662127
-1,1,3.665701
-1,1,3.669782
-1,1,3.672458
-1,1,3.675519
-1,1,3.679344
-1,1,3.681772
-1,1,3.68505
-1,1,3.687589
-1,1,3.690034
-1,1,3.693479
-1,1,3.696021
-1,1,3.699239
-1,1,3.701833
-1,1,3.704303
-1,1,3.70703
-1,1,3.710027
-1,1,3.713588
-1,1,3.717078
-1,1,3.720587
-1,1,3.723319
-1,1,3.726433
-1,1,3.72927
-1,1,3.732334
-1,1,3.734964
-1,1,3.737485
-1,1,3.740441
-1,1,3.74307
-1,1,3.745615
-1,1,3.748878
-1,1,3.751494
-1,1,3.753888
-1,1,3.756915
-1,1,3.759299
-1,1,3.76174
-1,1,3.764605
-1,1,3.767387
-1,1,3.770349
-1,1,3.773558
-1,1,3.776122
-1,1,3.779953
-1,1,3.782865
-1,1,3.785229
-1,1,3.787846
-1,1,3.790651
-1,1,3.793475
-1,1,3.796988
-1,1,3.799943
-1,1,3.802314
-1,1,3.805225
-1,1,3.807606
-1,1,3.809943
-1,1,3.812845
-1,1,3.816047
-1,1,3.81874
-1,1,3.821665
-1,1,3.824049
-1,1,3.827074
-1,1,3.830375
-1,1,3.833321
-1,1,3.83799
-1,1,3.840359
-1,1,3.842888
-1,1,3.846173
-1,1,3.848992
-1,1,3.851963
-1,1,3.854962
-1,1,3.857313
-1,1,3.8599
-1,1,3.862924
-1,1,3.865678
-1,1,3.869052
-1,1,3.871542
-1,1,3.873883
-2,2,3.879558
-1,1,3.88232
-1,1,3.886565
-1,1,3.889378
-1,1,3.893246
-1,1,3.896178
-1,1,3.899155
-1,1,3.902611
-1,1,3.905034
-1,1,3.907362
-1,1,3.910867
-1,1,3.913353
-3,2,3.919598
-1,1,3.922398
-1,1,3.924907
-1,1,3.927972
-1,1,3.930335
-1,1,3.933515
-1,1,3.936147
-1,1,3.938517
-1,1,3.94125
-1,1,3.944415
-1,1,3.947074
-1,1,3.950912
-1,1,3.954576
-1,1,3.957405
-1,1,3.961202
-1,1,3.964283
-1,1,3.968104
-1,1,3.970477
-1,1,3.973227
-1,1,3.976631
-1,1,3.979033
-1,1,3.98145
-1,1,3.98464
